tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,entryReason,MFE,MAE,balanceBefore,balanceAfter,status
1,A,SHORT,1789786299632,2620.39,1789786599123,2620.01,0.01,26.2039,3.2754875,299491,OPEN_AT_SESSION_END,0.003799999999996544,0.026203900000000002,0.026200100000000004,0.052404000000000006,-0.048604000000003464,S-IMB 17.32x,1.599999999999909,0.32999999999992724,3.488372093023256,3.439768093023252,OPEN_AT_SESSION_END
