candidate,direction,timestamp,entryPrice,MFE_Pct,MAE_Pct,MFE_1000ms,MAE_1000ms,MFE_2000ms,MAE_2000ms,MFE_3000ms,MAE_3000ms,MFE_5000ms,MAE_5000ms,MFE_10000ms,MAE_10000ms,MFE_15000ms,MAE_15000ms,MFE_30000ms,MAE_30000ms,MFE_60000ms,MAE_60000ms,MFE_120000ms,MAE_120000ms,MFE_300000ms,MAE_300000ms
D,LONG,2026-09-18T13:16:25.716Z,105.73,0.21754,0.00946,0.00000,0.00946,0.00946,0.00946,0.02837,0.00946,0.03783,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.12295,0.00946,0.21754,0.00946
A,LONG,2026-09-18T13:16:26.601Z,105.73,0.21754,0.00946,0.00946,0.00946,0.02837,0.00946,0.02837,0.00946,0.03783,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.12295,0.00946,0.21754,0.00946
B,LONG,2026-09-18T13:16:26.601Z,105.73,0.21754,0.00946,0.00946,0.00946,0.02837,0.00946,0.02837,0.00946,0.03783,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.04729,0.00946,0.12295,0.00946,0.21754,0.00946
B,LONG,2026-09-18T13:16:27.605Z,105.75,0.19858,0.00946,0.00946,0.00946,0.00946,0.00946,0.00946,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.10402,0.00946,0.19858,0.00946
D,LONG,2026-09-18T13:16:27.605Z,105.75,0.19858,0.00946,0.00946,0.00946,0.00946,0.00946,0.00946,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.02837,0.00946,0.10402,0.00946,0.19858,0.00946
A,LONG,2026-09-18T13:16:30.622Z,105.78,0.17016,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.07563,0.01891,0.17016,0.01891
B,LONG,2026-09-18T13:16:30.622Z,105.78,0.17016,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.07563,0.01891,0.17016,0.01891
C,LONG,2026-09-18T13:16:30.622Z,105.78,0.17016,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.07563,0.01891,0.17016,0.01891
D,LONG,2026-09-18T13:16:30.622Z,105.78,0.17016,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.07563,0.01891,0.17016,0.01891
A,LONG,2026-09-18T13:16:49.393Z,105.78,0.18907,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.10399,0.00945,0.18907,0.00945
C,LONG,2026-09-18T13:16:49.393Z,105.78,0.18907,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.10399,0.00945,0.18907,0.00945
A,LONG,2026-09-18T13:17:18.326Z,105.79,0.18905,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.06617,0.01891,0.10398,0.01891,0.18905,0.01891
B,LONG,2026-09-18T13:17:18.326Z,105.79,0.18905,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.06617,0.01891,0.10398,0.01891,0.18905,0.01891
C,LONG,2026-09-18T13:17:18.326Z,105.79,0.18905,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.06617,0.01891,0.10398,0.01891,0.18905,0.01891
D,LONG,2026-09-18T13:17:18.326Z,105.79,0.18905,0.01891,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01891,0.00000,0.01891,0.06617,0.01891,0.10398,0.01891,0.18905,0.01891
A,SHORT,2026-09-18T13:17:28.456Z,105.77,0.00000,0.21745,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.09454,0.00000,0.13236,0.00000,0.21745
C,SHORT,2026-09-18T13:17:28.456Z,105.77,0.00000,0.21745,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.09454,0.00000,0.13236,0.00000,0.21745
A,LONG,2026-09-18T13:17:31.491Z,105.78,0.19853,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.07563,0.00945,0.11344,0.00945,0.19853,0.00945
C,LONG,2026-09-18T13:17:31.491Z,105.78,0.19853,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.07563,0.00945,0.11344,0.00945,0.19853,0.00945
A,LONG,2026-09-18T13:18:01.382Z,105.78,0.23634,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.01891,0.00945,0.01891,0.00945,0.07563,0.00945,0.07563,0.00945,0.10399,0.00945,0.13235,0.00945,0.23634,0.00945
C,LONG,2026-09-18T13:18:01.382Z,105.78,0.23634,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.01891,0.00945,0.01891,0.00945,0.07563,0.00945,0.07563,0.00945,0.10399,0.00945,0.13235,0.00945,0.23634,0.00945
B,LONG,2026-09-18T13:18:01.889Z,105.79,0.22686,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.06617,0.00945,0.06617,0.00945,0.09453,0.00945,0.12288,0.00945,0.22686,0.00945
D,LONG,2026-09-18T13:18:01.889Z,105.79,0.22686,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.06617,0.00945,0.06617,0.00945,0.09453,0.00945,0.12288,0.00945,0.22686,0.00945
A,LONG,2026-09-18T13:18:05.445Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.10396,0.00945,0.20792,0.00945
C,LONG,2026-09-18T13:18:05.445Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.10396,0.00945,0.20792,0.00945
A,LONG,2026-09-18T13:18:09.507Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
C,LONG,2026-09-18T13:18:09.507Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
A,LONG,2026-09-18T13:18:11.019Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
C,LONG,2026-09-18T13:18:11.019Z,105.81,0.20792,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
B,LONG,2026-09-18T13:18:13.544Z,105.81,0.20792,0.00945,0.00945,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
D,LONG,2026-09-18T13:18:13.544Z,105.81,0.20792,0.00945,0.00945,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.04725,0.00945,0.06616,0.00945,0.07561,0.00945,0.12286,0.00945,0.20792,0.00945
A,LONG,2026-09-18T13:18:15.571Z,105.87,0.15113,0.02834,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01889,0.00000,0.02834,0.00000,0.02834,0.00945,0.02834,0.01889,0.02834,0.06612,0.02834,0.15113,0.02834
C,LONG,2026-09-18T13:18:15.571Z,105.87,0.15113,0.02834,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.01889,0.00000,0.02834,0.00000,0.02834,0.00945,0.02834,0.01889,0.02834,0.06612,0.02834,0.15113,0.02834
A,SHORT,2026-09-18T13:18:17.567Z,105.86,0.00945,0.17004,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.02834,0.00945,0.03779,0.00945,0.08502,0.00945,0.17004
C,SHORT,2026-09-18T13:18:17.567Z,105.86,0.00945,0.17004,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.02834,0.00945,0.03779,0.00945,0.08502,0.00945,0.17004
A,SHORT,2026-09-18T13:18:22.102Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
B,SHORT,2026-09-18T13:18:22.102Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
C,SHORT,2026-09-18T13:18:22.102Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
D,SHORT,2026-09-18T13:18:22.102Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
B,SHORT,2026-09-18T13:18:25.134Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.01890,0.00000,0.02834,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
D,SHORT,2026-09-18T13:18:25.134Z,105.84,0.00000,0.18896,0.00000,0.00945,0.00000,0.00945,0.00000,0.01890,0.00000,0.02834,0.00000,0.02834,0.00000,0.04724,0.00000,0.05669,0.00000,0.06614,0.00000,0.10393,0.00000,0.18896
A,LONG,2026-09-18T13:18:27.686Z,105.86,0.16059,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.01889,0.00945,0.01889,0.00945,0.02834,0.00945,0.03779,0.00945,0.07557,0.00945,0.16059,0.00945
C,LONG,2026-09-18T13:18:27.686Z,105.86,0.16059,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.01889,0.00945,0.01889,0.00945,0.02834,0.00945,0.03779,0.00945,0.07557,0.00945,0.16059,0.00945
B,LONG,2026-09-18T13:18:28.175Z,105.86,0.16059,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.01889,0.00945,0.01889,0.00945,0.02834,0.00945,0.03779,0.00945,0.07557,0.00945,0.16059,0.00945
D,LONG,2026-09-18T13:18:28.175Z,105.86,0.16059,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.01889,0.00945,0.01889,0.00945,0.02834,0.00945,0.03779,0.00945,0.07557,0.00945,0.16059,0.00945
A,LONG,2026-09-18T13:18:35.255Z,105.89,0.13221,0.01889,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00944,0.01889,0.04722,0.01889,0.13221,0.01889
B,LONG,2026-09-18T13:18:35.255Z,105.89,0.13221,0.01889,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00944,0.01889,0.04722,0.01889,0.13221,0.01889
C,LONG,2026-09-18T13:18:35.255Z,105.89,0.13221,0.01889,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00944,0.01889,0.04722,0.01889,0.13221,0.01889
D,LONG,2026-09-18T13:18:35.255Z,105.89,0.13221,0.01889,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00944,0.01889,0.04722,0.01889,0.13221,0.01889
A,LONG,2026-09-18T13:18:42.818Z,105.89,0.13221,0.04722,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.02833,0.01889,0.04722,0.01889,0.13221,0.04722
C,LONG,2026-09-18T13:18:42.818Z,105.89,0.13221,0.04722,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.02833,0.01889,0.04722,0.01889,0.13221,0.04722
B,LONG,2026-09-18T13:18:45.846Z,105.89,0.13221,0.04722,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.01889,0.02833,0.01889,0.04722,0.01889,0.13221,0.04722
D,LONG,2026-09-18T13:18:45.846Z,105.89,0.13221,0.04722,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.01889,0.02833,0.01889,0.04722,0.01889,0.13221,0.04722
A,SHORT,2026-09-18T13:18:49.870Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.01889,0.00944,0.03778,0.00944,0.05666,0.03778,0.14166
C,SHORT,2026-09-18T13:18:49.870Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.01889,0.00944,0.03778,0.00944,0.05666,0.03778,0.14166
A,SHORT,2026-09-18T13:18:51.891Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01889,0.00944,0.03778,0.00944,0.05666,0.03778,0.14166
C,SHORT,2026-09-18T13:18:51.891Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.01889,0.00944,0.03778,0.00944,0.05666,0.03778,0.14166
A,SHORT,2026-09-18T13:19:00.503Z,105.87,0.01889,0.16057,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.03778,0.00000,0.05667,0.00000,0.07556,0.01889,0.16057
C,SHORT,2026-09-18T13:19:00.503Z,105.87,0.01889,0.16057,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.03778,0.00000,0.05667,0.00000,0.07556,0.01889,0.16057
A,LONG,2026-09-18T13:19:07.087Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.06611,0.00944,0.14167,0.03778
C,LONG,2026-09-18T13:19:07.087Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.06611,0.00944,0.14167,0.03778
A,LONG,2026-09-18T13:19:11.653Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
B,LONG,2026-09-18T13:19:11.653Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
C,LONG,2026-09-18T13:19:11.653Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
D,LONG,2026-09-18T13:19:11.653Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
A,LONG,2026-09-18T13:19:12.657Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
C,LONG,2026-09-18T13:19:12.657Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
A,LONG,2026-09-18T13:19:15.709Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
B,LONG,2026-09-18T13:19:15.709Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
C,LONG,2026-09-18T13:19:15.709Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
D,LONG,2026-09-18T13:19:15.709Z,105.88,0.14167,0.03778,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03778,0.00944,0.05667,0.00944,0.07556,0.00944,0.14167,0.03778
A,SHORT,2026-09-18T13:19:20.759Z,105.9,0.04721,0.13220,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.04721,0.00000,0.06610,0.04721,0.13220
B,SHORT,2026-09-18T13:19:20.759Z,105.9,0.04721,0.13220,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.04721,0.00000,0.06610,0.04721,0.13220
C,SHORT,2026-09-18T13:19:20.759Z,105.9,0.04721,0.13220,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.04721,0.00000,0.06610,0.04721,0.13220
D,SHORT,2026-09-18T13:19:20.759Z,105.9,0.04721,0.13220,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.04721,0.00000,0.06610,0.04721,0.13220
A,LONG,2026-09-18T13:19:28.343Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.05666,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:19:28.343Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.05666,0.00944,0.12276,0.05666
A,LONG,2026-09-18T13:19:30.921Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.05666,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:19:30.921Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.05666,0.00944,0.12276,0.05666
A,LONG,2026-09-18T13:19:31.928Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.06610,0.00944,0.12276,0.05666
C,LONG,2026-09-18T13:19:31.928Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.03777,0.00944,0.06610,0.00944,0.12276,0.05666
B,LONG,2026-09-18T13:19:34.970Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.01888,0.06609,0.01888,0.11330,0.06609
D,LONG,2026-09-18T13:19:34.970Z,105.91,0.11330,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.02833,0.01888,0.06609,0.01888,0.11330,0.06609
B,LONG,2026-09-18T13:19:38.521Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
D,LONG,2026-09-18T13:19:38.521Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
B,LONG,2026-09-18T13:19:41.552Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.02832,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
D,LONG,2026-09-18T13:19:41.552Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.02832,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
A,LONG,2026-09-18T13:19:46.105Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
B,LONG,2026-09-18T13:19:46.105Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
C,LONG,2026-09-18T13:19:46.105Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
D,LONG,2026-09-18T13:19:46.105Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
A,LONG,2026-09-18T13:19:49.165Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
C,LONG,2026-09-18T13:19:49.165Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
A,LONG,2026-09-18T13:20:01.780Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
C,LONG,2026-09-18T13:20:01.780Z,105.93,0.09440,0.08496,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00944,0.02832,0.00944,0.03776,0.00944,0.03776,0.00944,0.03776,0.04720,0.03776,0.09440,0.08496
A,SHORT,2026-09-18T13:20:12.396Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.03778,0.00000,0.03778,0.00000,0.07555,0.00000,0.10388,0.03778,0.14166
B,SHORT,2026-09-18T13:20:12.396Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.03778,0.00000,0.03778,0.00000,0.07555,0.00000,0.10388,0.03778,0.14166
C,SHORT,2026-09-18T13:20:12.396Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.03778,0.00000,0.03778,0.00000,0.07555,0.00000,0.10388,0.03778,0.14166
D,SHORT,2026-09-18T13:20:12.396Z,105.89,0.03778,0.14166,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.01889,0.00000,0.03778,0.00000,0.03778,0.00000,0.07555,0.00000,0.10388,0.03778,0.14166
A,LONG,2026-09-18T13:20:17.428Z,105.9,0.12276,0.05666,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.05666,0.00944,0.08499,0.00944,0.12276,0.05666
