candidate,direction,timestamp,entryPrice,MFE_Pct,MAE_Pct,MFE_1000ms,MAE_1000ms,MFE_2000ms,MAE_2000ms,MFE_3000ms,MAE_3000ms,MFE_5000ms,MAE_5000ms,MFE_10000ms,MAE_10000ms,MFE_15000ms,MAE_15000ms,MFE_30000ms,MAE_30000ms,MFE_60000ms,MAE_60000ms,MFE_120000ms,MAE_120000ms,MFE_300000ms,MAE_300000ms
A,SHORT,2026-09-18T13:23:23.806Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.03777,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
B,SHORT,2026-09-18T13:23:23.806Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.03777,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
C,SHORT,2026-09-18T13:23:23.806Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.03777,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
D,SHORT,2026-09-18T13:23:23.806Z,105.91,0.05665,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.03777,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944,0.05665,0.00944
A,LONG,2026-09-18T13:23:28.351Z,105.92,0.00000,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.04721,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553
C,LONG,2026-09-18T13:23:28.351Z,105.92,0.00000,0.07553,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.01888,0.00000,0.04721,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553,0.00000,0.07553
A,LONG,2026-09-18T13:23:30.907Z,105.91,0.00000,0.06609,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609,0.00000,0.06609
A,SHORT,2026-09-18T13:23:35.429Z,105.88,0.02833,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778
C,SHORT,2026-09-18T13:23:35.429Z,105.88,0.02833,0.03778,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778
A,SHORT,2026-09-18T13:23:37.473Z,105.88,0.02833,0.03778,0.00944,0.00944,0.01889,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778
C,SHORT,2026-09-18T13:23:37.473Z,105.88,0.02833,0.03778,0.00944,0.00944,0.01889,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778,0.02833,0.03778
B,SHORT,2026-09-18T13:23:38.471Z,105.86,0.00945,0.05668,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.01889,0.00945,0.02834,0.00945,0.05668,0.00945,0.05668,0.00945,0.05668,0.00945,0.05668
D,SHORT,2026-09-18T13:23:38.471Z,105.86,0.00945,0.05668,0.00000,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.00945,0.01889,0.00945,0.02834,0.00945,0.05668,0.00945,0.05668,0.00945,0.05668,0.00945,0.05668
A,LONG,2026-09-18T13:23:41.492Z,105.87,0.03778,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945
C,LONG,2026-09-18T13:23:41.492Z,105.87,0.03778,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945
B,LONG,2026-09-18T13:23:42.000Z,105.87,0.03778,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945
D,LONG,2026-09-18T13:23:42.000Z,105.87,0.03778,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00000,0.00945,0.00945,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945,0.03778,0.00945
A,LONG,2026-09-18T13:23:49.081Z,105.88,0.02833,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944
C,LONG,2026-09-18T13:23:49.081Z,105.88,0.02833,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944,0.02833,0.00944
B,LONG,2026-09-18T13:23:52.119Z,105.89,0.01889,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944
D,LONG,2026-09-18T13:23:52.119Z,105.89,0.01889,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944,0.01889,0.00944
A,LONG,2026-09-18T13:23:59.202Z,105.91,0.00000,0.02833,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833
B,LONG,2026-09-18T13:23:59.202Z,105.91,0.00000,0.02833,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833
C,LONG,2026-09-18T13:23:59.202Z,105.91,0.00000,0.02833,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833
D,LONG,2026-09-18T13:23:59.202Z,105.91,0.00000,0.02833,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.00944,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833,0.00000,0.02833
B,LONG,2026-09-18T13:24:04.246Z,105.92,0.00000,0.03776,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776
D,LONG,2026-09-18T13:24:04.246Z,105.92,0.00000,0.03776,0.00000,0.00944,0.00000,0.00944,0.00000,0.01888,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776,0.00000,0.03776
A,SHORT,2026-09-18T13:24:06.271Z,105.9,0.00944,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944
B,SHORT,2026-09-18T13:24:06.271Z,105.9,0.00944,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944
C,SHORT,2026-09-18T13:24:06.271Z,105.9,0.00944,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944
D,SHORT,2026-09-18T13:24:06.271Z,105.9,0.00944,0.00944,0.00000,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944,0.00944
