tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,entryReason,MFE,MAE,balanceBefore,balanceAfter,status
1,CONFLUENCE,SHORT,1790055031233,2719,1790056417521,2738.11,0.009,24.470999999999997,1.22355,1386288,SL,-0.17199000000000114,0.024470999999999996,0.024642989999999997,0.049113989999999996,-0.22110399000000114,S-CONFLUENCE + HISTORICAL Imb:2.6x,4.2199999999998,19.110000000000127,11.627906976744185,11.406802986744184,COMPLETED_TRADE
