tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,MFE,MAE,balanceBefore,balanceAfter,status
1,A,LONG,1789744414774,2570.14,1789744691145,2583.24,0.01,25.7014,3.212675,276371,OPEN_AT_SESSION_END,0.1309999999999991,0.0257014,0.025832400000000002,0.051533800000000005,0.07946619999999908,17.84999999999991,0.4499999999998181,3.488372093023256,3.567838293023255,OPEN_AT_SESSION_END
