tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,entryReason,MFE,MAE,balanceBefore,balanceAfter,status
1,CONFLUENCE,LONG,1789812003586,2639.42,1789813437049,2642.5,0.01,26.3942,3.299275,1433463,OPEN_AT_SESSION_END,0.030799999999999272,0.026394200000000003,0.026425,0.052819200000000004,-0.02201920000000073,L-CONFLUENCE Imb:4.7x,4.199999999999818,1.7400000000002365,11.627906976744185,11.605887776744185,OPEN_AT_SESSION_END
2,CONFLUENCE,SHORT,1789812121725,2639.99,1789813437049,2642.51,0.01,26.3999,3.2999875,1315324,OPEN_AT_SESSION_END,-0.025200000000004365,0.0263999,0.026425100000000003,0.052825000000000004,-0.07802500000000437,S-CONFLUENCE Imb:8.7x,2.299999999999727,3.6400000000003274,11.605887776744185,11.52786277674418,OPEN_AT_SESSION_END
3,CONFLUENCE,SHORT,1789812128731,2640.34,1789813437049,2642.51,0.01,26.4034,3.300425,1308318,OPEN_AT_SESSION_END,-0.02170000000000073,0.0264034,0.026425100000000003,0.0528285,-0.07452850000000073,S-CONFLUENCE Imb:3.3x,2.650000000000091,3.2899999999999636,11.52786277674418,11.45333427674418,OPEN_AT_SESSION_END
