tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,MFE,MAE,balanceBefore,balanceAfter,status
1,A,LONG,1789777793725,2614.72,1789781393234,2611.28,0.01,26.147199999999998,3.2683999999999997,3599509,OPEN_AT_SESSION_END,-0.034399999999995996,0.0261472,0.026112800000000005,0.05226,-0.08665999999999599,11.690000000000055,12.539999999999964,3.488372093023256,3.4017120930232596,OPEN_AT_SESSION_END
