tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,entryReason,MFE,MAE,balanceBefore,balanceAfter,status
1,CONFLUENCE,SHORT,1789815139448,2639.08,1789815721374,2638.22,0.01,26.3908,3.29885,581926,OPEN_AT_SESSION_END,0.008600000000001273,0.0263908,0.026382199999999998,0.052773,-0.04417299999999873,S-CONFLUENCE Imb:4.4x,2.5900000000001455,3.2899999999999636,11.627906976744185,11.583733976744186,OPEN_AT_SESSION_END
2,CONFLUENCE,LONG,1789815296016,2641.5,1789815721374,2638.21,0.01,26.415,3.301875,425358,OPEN_AT_SESSION_END,-0.03289999999999964,0.026415,0.026382100000000002,0.0527971,-0.08569709999999964,L-CONFLUENCE Imb:2.7x,0.8600000000001273,5.019999999999982,11.583733976744186,11.498036876744187,OPEN_AT_SESSION_END
3,CONFLUENCE,SHORT,1789815339446,2641.87,1789815721374,2638.22,0.01,26.4187,3.3023375,381928,OPEN_AT_SESSION_END,0.036500000000000914,0.026418700000000003,0.026382199999999998,0.0528009,-0.016300899999999084,S-CONFLUENCE Imb:12.3x,5.380000000000109,0.010000000000218279,11.498036876744187,11.481735976744188,OPEN_AT_SESSION_END
