candidate,TP,SL,feePct,totalSignals,actualEntries,ignoredSignals,completedTrades,longEntries,shortEntries,tpHits,slHits,bailoutHits,openAtSessionEnd,winRate,avgHoldMs,medianHoldMs,maxHoldMs,grossPnlUsdt,feesUsdt,netPnlUsdt,startEqUsdt,endEqUsdt,maxDrawdownUsdt,tradesPerHour
C,0.2,0.1,0.00075,152,39,113,39,21,18,21,18,0,0,0.5384615384615384,392829.53846153844,405896,515289,0.32339999999999036,0.8657617500000001,-0.5423617500000097,3.488372093023256,2.946010343023248,0.542361750000008,156
C,0.2,0.1,0.0005,152,122,30,102,77,45,57,45,0,20,0.5588235294117647,281602.03921568627,288361,515289,0.9687999999999745,1.510091800000001,-0.5412918000000265,3.488372093023256,2.947080293023227,0.5412918000000286,408
C,0.2,0.15,0.001,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,431280.60869565216,442326,515289,0.13579999999999193,0.6808270000000001,-0.5450270000000081,3.488372093023256,2.9433450930232468,0.545027000000009,92
C,0.2,0.15,0.00075,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,406757.30303030304,418558,515289,0.17919999999999228,0.7326165000000002,-0.553416500000008,3.488372093023256,2.9349555930232483,0.5534165000000075,132
C,0.2,0.15,0.0005,152,133,19,97,83,50,57,40,0,36,0.5876288659793815,295922.3092783505,292280,515289,0.8959999999999745,1.435988400000001,-0.5399884000000265,3.488372093023256,2.948383693023228,0.5399884000000279,388
C,0.2,0.2,0.001,152,20,132,20,11,9,11,9,0,0,0.55,487714.6,480825,546259,0.058799999999994246,0.5921216000000001,-0.5333216000000058,3.488372093023256,2.955050493023249,0.533321600000007,80
C,0.2,0.2,0.00075,152,24,128,24,12,12,12,12,0,0,0.5,478612.4166666667,475278,546259,-0.007000000000005613,0.53290755,-0.5399075500000057,3.488372093023256,2.948464543023251,0.539907550000005,96
C,0.2,0.2,0.0005,152,40,112,40,21,19,21,19,0,0,0.525,439884.9,440285,546259,0.051799999999992644,0.5920915000000002,-0.5402915000000076,3.488372093023256,2.9480805930232465,0.5402915000000093,160
C,0.2,0.25,0.001,152,20,132,20,11,9,11,9,0,0,0.55,496748.9,488381,566959,0.009799999999991107,0.5921706000000002,-0.5823706000000091,3.488372093023256,2.9060014930232474,0.5823706000000084,80
C,0.2,0.25,0.00075,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,490636.73913043475,480203,566959,-0.03500000000000993,0.51074835,-0.5457483500000099,3.488372093023256,2.9426237430232454,0.5457483500000104,92
C,0.2,0.25,0.0005,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,466547.24242424243,465079,566959,-0.06860000000000922,0.4885349000000001,-0.5571349000000093,3.488372093023256,2.9312371930232453,0.5571349000000105,132
C,0.2,0.3,0.001,152,19,133,19,11,8,11,8,0,0,0.5789473684210527,532749,506625,659568,-0.01400000000000914,0.5626180000000002,-0.5766180000000093,3.488372093023256,2.9117540930232466,0.5766180000000092,76
C,0.2,0.3,0.00075,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,533289.3333333334,515289,659568,-0.10360000000001121,0.46639110000000006,-0.5699911000000113,3.488372093023256,2.9183809930232436,0.5699911000000122,84
C,0.2,0.3,0.0005,152,31,121,31,17,14,17,14,0,0,0.5483870967741935,509052.1612903226,506625,659568,-0.09940000000001305,0.45898230000000007,-0.5583823000000131,3.488372093023256,2.929989793023242,0.5583823000000137,124
C,0.2,0.5,0.001,152,152,0,57,94,58,57,0,0,95,1,327809.56140350876,323885,515289,1.8059999999999725,1.6878987999999997,0.11810119999997282,3.488372093023256,3.6064732930232233,0,228
C,0.2,0.5,0.00075,152,152,0,57,94,58,57,0,0,95,1,327809.56140350876,323885,515289,1.8059999999999725,1.2659241000000003,0.5400758999999722,3.488372093023256,4.028447993023228,0,228
C,0.2,0.5,0.0005,152,152,0,57,94,58,57,0,0,95,1,327809.56140350876,323885,515289,1.8059999999999725,0.8439493999999998,0.9620505999999727,3.488372093023256,4.4504226930232225,0,228
C,0.25,0.1,0.001,152,32,120,32,17,15,17,15,0,0,0.53125,434129.34375,439740,598749,0.37100000000000477,0.9472889999999998,-0.576288999999995,3.488372093023256,2.9120830930232615,0.5762889999999943,128
C,0.25,0.1,0.00075,152,50,102,50,27,23,27,23,0,0,0.54,387430.3,381994,598749,0.5753999999999997,1.1100442499999998,-0.5346442500000002,3.488372093023256,2.953727843023257,0.5346442499999986,200
C,0.25,0.1,0.0005,152,134,18,100,84,50,49,51,0,34,0.49,289043.38,295993,598749,0.9422000000000041,1.4806183,-0.5384182999999958,3.488372093023256,2.949953793023263,0.5589765999999932,400
C,0.25,0.15,0.001,152,31,121,31,17,14,17,14,0,0,0.5483870967741935,441296,442326,598749,0.33600000000000285,0.9177504,-0.5817503999999971,3.488372093023256,2.9066216930232587,0.5817503999999971,124
C,0.25,0.15,0.00075,152,44,108,44,23,21,23,21,0,0,0.5227272727272727,401217.0681818182,400295,598749,0.40320000000000134,0.9768864,-0.5736863999999987,3.488372093023256,2.914685693023257,0.5736863999999988,176
C,0.25,0.15,0.0005,152,143,9,94,90,53,49,45,0,49,0.5212765957446809,303787.60638297873,311023,598749,0.8526000000000051,1.3916875000000002,-0.5390874999999951,3.488372093023256,2.9492845930232656,0.5390874999999902,376
C,0.25,0.2,0.001,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,506190.17391304346,509081,598749,0.1035999999999993,0.6810132,-0.5774132000000007,3.488372093023256,2.9109588930232544,0.5774132000000014,92
C,0.25,0.2,0.00075,152,32,120,32,17,15,17,15,0,0,0.53125,485054.9375,481280,598749,0.15960000000000607,0.7106253000000002,-0.5510252999999942,3.488372093023256,2.9373467930232624,0.5510252999999934,128
C,0.25,0.2,0.0005,152,61,91,61,33,28,33,28,0,0,0.5409836065573771,412381.4918032787,398269,598749,0.35980000000000106,0.9029951000000003,-0.5431950999999993,3.488372093023256,2.945176993023257,0.5431950999999988,244
C,0.25,0.25,0.001,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,521045.5714285714,513127,598749,0.04199999999999561,0.6218520000000001,-0.5798520000000045,3.488372093023256,2.908520093023253,0.5798520000000029,84
C,0.25,0.25,0.00075,152,31,121,31,17,14,17,14,0,0,0.5483870967741935,497395.67741935485,487826,598749,0.11900000000000122,0.68847555,-0.5694755499999988,3.488372093023256,2.918896543023256,0.5694755499999999,124
C,0.25,0.25,0.0005,152,44,108,44,23,21,23,21,0,0,0.5227272727272727,458376.36363636365,470065,598749,0.08119999999999777,0.6514186,-0.5702186000000022,3.488372093023256,2.918153493023255,0.5702186000000009,176
C,0.25,0.3,0.001,152,20,132,20,11,9,11,9,0,0,0.55,561140.95,554063,659568,0.012599999999994504,0.5923106,-0.5797106000000055,3.488372093023256,2.908661493023251,0.5797106000000047,80
C,0.25,0.3,0.00075,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,554854.9565217391,546027,659568,-0.04060000000000686,0.51086805,-0.5514680500000069,3.488372093023256,2.9369040430232483,0.5514680500000075,92
C,0.25,0.3,0.0005,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,530597.5151515151,523251,659568,-0.07980000000000304,0.4886511,-0.568451100000003,3.488372093023256,2.9199209930232546,0.5684511000000012,132
C,0.25,0.5,0.001,152,152,0,49,94,58,49,0,0,103,1,371908.5306122449,345591,598749,1.8746000000000005,1.4509921999999995,0.423607800000001,3.488372093023256,3.911979893023258,0,196
C,0.25,0.5,0.00075,152,152,0,49,94,58,49,0,0,103,1,371908.5306122449,345591,598749,1.8746000000000005,1.08824415,0.7863558500000005,3.488372093023256,4.274727943023259,0,196
C,0.25,0.5,0.0005,152,152,0,49,94,58,49,0,0,103,1,371908.5306122449,345591,598749,1.8746000000000005,0.7254960999999998,1.1491039000000007,3.488372093023256,4.637475993023254,0,196
C,0.3,0.1,0.001,152,39,113,39,21,18,21,18,0,0,0.5384615384615384,462887.07692307694,463561,688259,0.6034000000000006,1.1546290000000001,-0.5512289999999995,3.488372093023256,2.937143093023257,0.5512289999999989,156
C,0.3,0.1,0.00075,152,101,51,88,61,40,48,40,0,13,0.5454545454545454,356499.3181818182,375636,688259,1.4140000000000048,1.9542263999999998,-0.540226399999995,3.488372093023256,2.94814569302326,0.5402263999999959,352
C,0.3,0.1,0.0005,152,152,0,105,94,58,48,57,0,47,0.45714285714285713,314961.99047619046,318843,688259,1.1410000000000053,1.5549596999999995,-0.41395969999999416,3.488372093023256,3.0744123930232563,0.7394758000000006,420
C,0.3,0.15,0.001,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,477567.30303030304,503006,688259,0.4059999999999989,0.9770487999999999,-0.571048800000001,3.488372093023256,2.9173232930232547,0.5710488000000011,132
C,0.3,0.15,0.00075,152,95,57,85,58,37,48,37,0,10,0.5647058823529412,371149.5294117647,381045,688259,1.3314000000000032,1.8875881500000005,-0.5561881499999972,3.488372093023256,2.932183943023258,0.5561881499999979,340
C,0.3,0.15,0.0005,152,152,0,93,94,58,48,45,0,59,0.5161290322580645,348533.79569892475,368290,688259,1.152200000000005,1.3770350999999998,-0.22483509999999485,3.488372093023256,3.2635369930232594,0.44810009999999867,372
C,0.3,0.2,0.001,152,24,128,24,12,12,12,12,0,0,0.5,546622.4166666666,550071,688259,0.15119999999999578,0.7107016000000002,-0.5595016000000044,3.488372093023256,2.9288704930232505,0.5595016000000053,96
C,0.3,0.2,0.00075,152,40,112,40,21,19,21,19,0,0,0.525,508191,523428,688259,0.33180000000000276,0.8883472500000003,-0.5565472499999975,3.488372093023256,2.9318248430232594,0.5565472499999964,160
C,0.3,0.2,0.0005,152,152,0,84,94,58,48,36,0,68,0.5714285714285714,412355.25,405589,688259,1.0206000000000057,1.2437270999999999,-0.22312709999999414,3.488372093023256,3.2652449930232588,0.31038769999999394,336
C,0.3,0.25,0.001,152,23,129,23,12,11,12,11,0,0,0.5217391304347826,561603.695652174,565444,688259,0.12319999999999143,0.6811560000000001,-0.5579560000000087,3.488372093023256,2.930416093023249,0.557956000000007,92
C,0.3,0.25,0.00075,152,33,119,33,17,16,17,16,0,0,0.5151515151515151,537357.2424242424,551092,688259,0.1581999999999974,0.73297245,-0.5747724500000027,3.488372093023256,2.913599643023252,0.5747724500000038,132
C,0.3,0.25,0.0005,152,152,0,84,94,58,48,36,0,68,0.5714285714285714,422345.4404761905,411162,688259,0.8035999999999941,1.2438355999999997,-0.4402356000000056,3.488372093023256,3.0481364930232484,0.47847520000000543,336
C,0.3,0.3,0.001,152,21,131,21,11,10,11,10,0,0,0.5238095238095238,605619.380952381,601690,688259,0.04199999999998968,0.6220003999999999,-0.5800004000000102,3.488372093023256,2.908371693023246,0.5800004000000096,84
C,0.3,0.3,0.00075,152,24,128,24,12,12,12,12,0,0,0.5,597980.7083333334,594134,688259,-0.0056000000000108185,0.5331438000000001,-0.5387438000000109,3.488372093023256,2.949628293023244,0.5387438000000118,96
C,0.3,0.3,0.0005,152,44,108,44,23,21,23,21,0,0,0.5227272727272727,540881.6363636364,553594,688259,0.08399999999999126,0.6515781999999999,-0.5675782000000086,3.488372093023256,2.9207938930232475,0.5675782000000082,176
C,0.3,0.5,0.001,152,152,0,48,94,58,48,0,0,104,1,460023.4583333333,426069,688259,2.174200000000001,1.4216874000000002,0.7525126000000006,3.488372093023256,4.2408846930232595,0,192
C,0.3,0.5,0.00075,152,152,0,48,94,58,48,0,0,104,1,460023.4583333333,426069,688259,2.174200000000001,1.06626555,1.1079344500000008,3.488372093023256,4.596306543023256,0,192
C,0.3,0.5,0.0005,152,152,0,48,94,58,48,0,0,104,1,460023.4583333333,426069,688259,2.174200000000001,0.7108437000000001,1.4633563000000007,3.488372093023256,4.951728393023256,0,192
C,0.5,0.1,0.001,152,23,129,11,12,11,0,11,0,12,0,377307.7272727273,366415,436914,-0.2071999999999986,0.32550280000000004,-0.5327027999999987,3.488372093023256,2.9556692930232575,0.5327027999999983,44
C,0.5,0.1,0.00075,152,31,121,14,17,14,0,14,0,17,0,358919.28571428574,365392,436914,-0.2673999999999976,0.31070445000000013,-0.5781044499999977,3.488372093023256,2.9102676430232597,0.5781044499999961,56
C,0.5,0.1,0.0005,152,33,119,16,17,16,0,16,0,17,0,349256.5625,337555,436914,-0.30379999999999635,0.23672810000000002,-0.5405280999999964,3.488372093023256,2.947843993023258,0.5405280999999977,64
C,0.5,0.15,0.001,152,23,129,11,12,11,0,11,0,12,0,381818.2727272727,369313,442326,-0.24779999999999947,0.32554340000000004,-0.5733433999999995,3.488372093023256,2.915028693023256,0.5733433999999997,44
C,0.5,0.15,0.00075,152,24,128,12,12,12,0,12,0,12,0,376724.0833333333,369313,442326,-0.270199999999999,0.26635455,-0.5365545499999991,3.488372093023256,2.9518175430232567,0.5365545499999991,48
C,0.5,0.15,0.0005,152,32,120,15,17,15,0,15,0,17,0,359105.5333333333,344486,442326,-0.3373999999999976,0.22196370000000004,-0.5593636999999976,3.488372093023256,2.9290083930232576,0.5593636999999982,60
C,0.5,0.2,0.001,152,20,132,9,11,9,0,9,0,11,0,496844.55555555556,481280,546259,-0.29259999999999853,0.2664438,-0.5590437999999985,3.488372093023256,2.9293282930232567,0.5590437999999991,36
C,0.5,0.2,0.00075,152,21,131,10,11,10,0,10,0,11,0,491040.4,481280,546259,-0.32339999999999836,0.22203405,-0.5454340499999983,3.488372093023256,2.9429380430232577,0.5454340499999981,40
C,0.5,0.2,0.0005,152,24,128,12,12,12,0,12,0,12,0,480603.75,475278,546259,-0.39059999999999695,0.1776299,-0.568229899999997,3.488372093023256,2.9201421930232576,0.5682298999999982,48
C,0.5,0.25,0.001,152,19,133,8,11,8,0,8,0,11,0,522337.375,544128,566959,-0.3038000000000003,0.23687860000000002,-0.5406786000000003,3.488372093023256,2.9476934930232566,0.5406785999999992,32
C,0.5,0.25,0.00075,152,20,132,9,11,9,0,9,0,11,0,516920.77777777775,496460,566959,-0.34160000000000174,0.19986960000000004,-0.5414696000000018,3.488372093023256,2.9469024930232535,0.5414696000000023,36
C,0.5,0.25,0.0005,152,23,129,11,12,11,0,11,0,12,0,505926.54545454547,490390,566959,-0.41860000000000136,0.16285710000000003,-0.5814571000000014,3.488372093023256,2.9069149930232547,0.5814571000000011,44
C,0.5,0.3,0.001,152,19,133,8,11,8,0,8,0,11,0,604942.5,636737,659568,-0.365400000000002,0.23694020000000002,-0.602340200000002,3.488372093023256,2.8860318930232545,0.6023402000000013,32
C,0.5,0.3,0.00075,152,19,133,8,11,8,0,8,0,11,0,604942.5,636737,659568,-0.365400000000002,0.17770515000000003,-0.543105150000002,3.488372093023256,2.945266943023253,0.5431051500000028,32
C,0.5,0.3,0.0005,152,20,132,9,11,9,0,9,0,11,0,599237.1111111111,560209,659568,-0.41020000000000306,0.1332807,-0.543480700000003,3.488372093023256,2.944891393023253,0.5434807000000026,36
C,0.5,0.5,0.001,152,152,0,0,94,58,0,0,0,152,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
C,0.5,0.5,0.00075,152,152,0,0,94,58,0,0,0,152,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
C,0.5,0.5,0.0005,152,152,0,0,94,58,0,0,0,152,0,0,0,0,0,0,0,3.488372093023256,3.488372093023256,0,0
D,0.1,0.1,0.001,90,24,66,24,16,8,16,8,0,0,0.6666666666666666,296464.2916666667,322343,436914,0.13299999999999643,0.7101626000000001,-0.5771626000000036,3.488372093023256,2.9112094930232515,0.5771626000000043,96
D,0.1,0.1,0.00075,90,35,55,35,24,11,24,11,0,0,0.6857142857142857,247040.22857142857,212016,436914,0.20999999999999802,0.776769,-0.5667690000000021,3.488372093023256,2.921603093023253,0.566769000000003,140
D,0.1,0.1,0.0005,90,68,22,65,49,19,46,19,0,3,0.7076923076923077,185163.43076923076,171002,436914,0.42839999999999234,0.9623138000000001,-0.5339138000000078,3.488372093023256,2.954458293023247,0.533913800000009,260
D,0.1,0.15,0.001,90,22,68,22,15,7,15,7,0,0,0.6818181818181818,307847.4090909091,327417,442326,0.1147999999999971,0.6510000000000001,-0.536200000000003,3.488372093023256,2.952172093023252,0.536200000000004,88
D,0.1,0.15,0.00075,90,31,59,31,20,11,20,11,0,0,0.6451612903225806,262564.7419354839,258573,442326,0.1105999999999989,0.6880051500000002,-0.5774051500000013,3.488372093023256,2.9109669430232534,0.5774051500000024,124
D,0.1,0.15,0.0005,90,82,8,70,58,24,53,17,0,12,0.7571428571428571,184240.3142857143,171002,442326,0.49699999999999556,1.0365019,-0.5395019000000044,3.488372093023256,2.9488701930232497,0.5395019000000061,280
D,0.1,0.2,0.001,90,21,69,21,14,7,14,7,0,0,0.6666666666666666,347719.71428571426,354731,546259,0.029399999999997133,0.6214782000000001,-0.592078200000003,3.488372093023256,2.896293893023251,0.5920782000000049,84
D,0.1,0.2,0.00075,90,25,65,25,16,9,16,9,0,0,0.64,330146.4,327417,546259,0.0027999999999974608,0.5548977000000002,-0.5520977000000027,3.488372093023256,2.9362743930232527,0.5520977000000031,100
D,0.1,0.2,0.0005,90,46,44,46,32,14,32,14,0,0,0.6956521739130435,232651.80434782608,212016,546259,0.11199999999999566,0.6806926,-0.5686926000000043,3.488372093023256,2.9196794930232506,0.5686926000000052,184
D,0.1,0.25,0.001,90,17,73,17,11,6,11,6,0,0,0.6470588235294118,383422.5882352941,377036,566959,-0.037800000000001416,0.5031614000000001,-0.5409614000000015,3.488372093023256,2.9474106930232535,0.5409614000000023,68
D,0.1,0.25,0.00075,90,24,66,24,16,8,16,8,0,0,0.6666666666666666,338087.625,354100,566959,-0.01540000000000388,0.53273325,-0.5481332500000039,3.488372093023256,2.9402388430232507,0.5481332500000051,96
D,0.1,0.25,0.0005,90,37,53,37,25,12,25,12,0,0,0.6756756756756757,280812.6756756757,299548,566959,-0.023800000000002222,0.5475519,-0.5713519000000022,3.488372093023256,2.917020193023253,0.5713519000000029,148
D,0.1,0.3,0.001,90,15,75,15,9,6,9,6,0,0,0.6,434139.8,383082,659568,-0.11760000000000248,0.44402680000000005,-0.5616268000000025,3.488372093023256,2.9267452930232536,0.5616268000000022,60
D,0.1,0.3,0.00075,90,22,68,22,15,7,15,7,0,0,0.6818181818181818,369130.04545454547,354731,659568,-0.044800000000007,0.4883697000000001,-0.5331697000000071,3.488372093023256,2.9552023930232476,0.5331697000000082,88
D,0.1,0.3,0.0005,90,26,64,26,16,10,16,10,0,0,0.6153846153846154,363358.96153846156,355614,659568,-0.16240000000000948,0.3847998,-0.5471998000000096,3.488372093023256,2.941172293023246,0.5471998000000098,104
D,0.1,0.5,0.001,90,58,32,42,42,16,42,0,0,16,1,181109.2142857143,165948,399672,0.7125999999999911,1.2433749999999997,-0.5307750000000085,3.488372093023256,2.957597093023246,0.53077500000001,168
D,0.1,0.5,0.00075,90,90,0,53,63,27,53,0,0,37,1,171785.05660377358,141473,399672,0.8819999999999908,1.1772747000000001,-0.2952747000000093,3.488372093023256,3.1930973930232422,0.29527470000001355,212
D,0.1,0.5,0.0005,90,90,0,53,63,27,53,0,0,37,1,171785.05660377358,141473,399672,0.8819999999999908,0.7848497999999998,0.09715019999999097,3.488372093023256,3.585522293023245,0,212
D,0.15,0.1,0.001,90,25,65,25,16,9,16,9,0,0,0.64,309475.16,313237,497009,0.1834000000000043,0.7398230000000001,-0.5564229999999958,3.488372093023256,2.93194909302326,0.5564229999999957,100
D,0.15,0.1,0.00075,90,41,49,41,28,13,28,13,0,0,0.6829268292682927,251776.0243902439,221010,497009,0.37800000000000256,0.9100287000000004,-0.5320286999999978,3.488372093023256,2.9563433930232614,0.5320286999999944,164
D,0.15,0.1,0.0005,90,83,7,65,59,24,39,26,0,18,0.6,207499.76923076922,194606,497009,0.4214000000000026,0.9624069000000004,-0.5410068999999977,3.488372093023256,2.9473651930232543,0.5410069000000015,260
D,0.15,0.15,0.001,90,25,65,25,16,9,16,9,0,0,0.64,310688.84,316135,497009,0.15820000000000534,0.7398482,-0.5816481999999946,3.488372093023256,2.9067238930232606,0.5816481999999952,100
D,0.15,0.15,0.00075,90,41,49,41,28,13,28,13,0,0,0.6829268292682927,255099.21951219512,221010,497009,0.33740000000000553,0.9100591500000005,-0.5726591499999949,3.488372093023256,2.9157129430232644,0.5726591499999913,164
D,0.15,0.15,0.0005,90,90,0,57,63,27,39,18,0,33,0.6842105263157895,226828.1754385965,216966,497009,0.47180000000000466,0.8437834999999999,-0.37198349999999525,3.488372093023256,3.1163885930232564,0.37198349999999936,228
D,0.15,0.2,0.001,90,22,68,22,15,7,15,7,0,0,0.6818181818181818,360593.0909090909,387160,546259,0.114800000000005,0.6511316,-0.536331599999995,3.488372093023256,2.9520404930232593,0.5363315999999965,88
D,0.15,0.2,0.00075,90,26,64,26,16,10,16,10,0,0,0.6153846153846154,345489.5,361662,546259,0.04200000000000553,0.5771514000000002,-0.5351513999999946,3.488372093023256,2.953220693023263,0.5351513999999926,104
D,0.15,0.2,0.0005,90,90,0,53,63,27,39,14,0,37,0.7358490566037735,258191.62264150943,221010,546259,0.4340000000000013,0.7845249999999999,-0.35052499999999864,3.488372093023256,3.137847093023254,0.40497449999999846,212
D,0.15,0.25,0.001,90,22,68,22,15,7,15,7,0,0,0.6818181818181818,366306.9090909091,388494,566959,0.07000000000000398,0.6511764000000001,-0.5811763999999962,3.488372093023256,2.9071956930232594,0.5811763999999964,88
D,0.15,0.25,0.00075,90,25,65,25,16,9,16,9,0,0,0.64,354635.36,361662,566959,0.015400000000003897,0.5549932500000002,-0.5395932499999964,3.488372093023256,2.948778843023261,0.5395932499999949,100
D,0.15,0.25,0.0005,90,90,0,53,63,27,39,14,0,37,0.7358490566037735,264566.6603773585,224554,566959,0.34159999999999774,0.7845712,-0.4429712000000023,3.488372093023256,3.045400893023251,0.4974207000000015,212
D,0.15,0.3,0.001,90,18,72,18,12,6,12,6,0,0,0.6666666666666666,423820.22222222225,451437,659568,-0.0028000000000014506,0.5328484000000001,-0.5356484000000016,3.488372093023256,2.9527236930232545,0.5356484000000012,72
D,0.15,0.3,0.00075,90,24,66,24,16,8,16,8,0,0,0.6666666666666666,381361.875,388494,659568,-0.0027999999999994696,0.5328288000000001,-0.5356287999999996,3.488372093023256,2.952743293023257,0.5356287999999987,96
D,0.15,0.3,0.0005,90,41,49,41,28,13,28,13,0,0,0.6829268292682927,316273.68292682926,279513,659568,0.04199999999999561,0.6068538000000002,-0.5648538000000046,3.488372093023256,2.9235182930232497,0.5648538000000061,164
D,0.15,0.5,0.001,90,90,0,39,63,27,39,0,0,51,1,233267.4358974359,217242,497009,0.8791999999999985,1.1545967999999998,-0.2753968000000012,3.488372093023256,3.2129752930232525,0.27539680000000333,156
D,0.15,0.5,0.00075,90,90,0,39,63,27,39,0,0,51,1,233267.4358974359,217242,497009,0.8791999999999985,0.8659476000000005,0.013252399999998055,3.488372093023256,3.5016244930232565,0,156
D,0.15,0.5,0.0005,90,90,0,39,63,27,39,0,0,51,1,233267.4358974359,217242,497009,0.8791999999999985,0.5772983999999999,0.30190159999999866,3.488372093023256,3.7902736930232512,0,156
D,0.2,0.1,0.001,90,37,53,37,25,12,25,12,0,0,0.6756756756756757,312438.6216216216,306633,506625,0.5613999999999888,1.0952298000000003,-0.5338298000000115,3.488372093023256,2.954542293023243,0.5338298000000128,148
D,0.2,0.1,0.00075,90,78,12,61,56,22,38,23,0,17,0.6229508196721312,258587.59016393442,248426,506625,0.7965999999999832,1.3548748500000005,-0.5582748500000173,3.488372093023256,2.9300972430232393,0.5582748500000165,244
D,0.2,0.1,0.0005,90,90,0,64,63,27,38,26,0,26,0.59375,248269.859375,247402,506625,0.7461999999999853,0.9477489000000002,-0.2015489000000149,3.488372093023256,3.2868231930232388,0.3669700999999983,256
D,0.2,0.15,0.001,90,37,53,37,25,12,25,12,0,0,0.6756756756756757,316042.75675675675,306633,506625,0.5235999999999912,1.0952676000000003,-0.5716676000000092,3.488372093023256,2.9167044930232446,0.5716676000000112,148
D,0.2,0.15,0.00075,90,90,0,56,63,27,38,18,0,34,0.6785714285714286,273767.71428571426,277750,506625,0.7965999999999874,1.2436882500000004,-0.44708825000001295,3.488372093023256,3.0412838430232445,0.4470882500000113,224
D,0.2,0.15,0.0005,90,90,0,56,63,27,38,18,0,34,0.6785714285714286,273767.71428571426,277750,506625,0.7965999999999874,0.8291254999999998,-0.03252550000001242,3.488372093023256,3.455846593023241,0.14892219999999812,224
D,0.2,0.2,0.001,90,26,64,26,16,10,16,10,0,0,0.6153846153846154,395308.57692307694,422100,546259,0.19319999999999343,0.7696864000000001,-0.5764864000000067,3.488372093023256,2.911885693023246,0.5764864000000096,104
D,0.2,0.2,0.00075,90,90,0,52,63,27,38,14,0,38,0.7307692307692307,309345.03846153844,291930,546259,0.7587999999999842,1.1548005000000008,-0.39600050000001663,3.488372093023256,3.092371593023241,0.4473854000000137,208
D,0.2,0.2,0.0005,90,90,0,52,63,27,38,14,0,38,0.7307692307692307,309345.03846153844,291930,546259,0.7587999999999842,0.7698669999999999,-0.011067000000015703,3.488372093023256,3.4773050930232383,0.19164320000000767,208
D,0.2,0.25,0.001,90,25,65,25,16,9,16,9,0,0,0.64,406447.2,435236,566959,0.16659999999999175,0.7401422000000001,-0.5735422000000083,3.488372093023256,2.9148298930232475,0.5735422000000083,100
D,0.2,0.25,0.00075,90,46,44,46,32,14,32,14,0,0,0.6956521739130435,316314,305611,566959,0.48159999999998176,1.0214547000000007,-0.5398547000000189,3.488372093023256,2.948517393023238,0.539854700000018,184
D,0.2,0.25,0.0005,90,90,0,52,63,27,38,14,0,38,0.7307692307692307,315842.67307692306,303708,566959,0.6663999999999808,0.7699131999999999,-0.10351320000001907,3.488372093023256,3.3848588930232353,0.25747610000000876,208
D,0.2,0.3,0.001,90,24,66,24,16,8,16,8,0,0,0.6666666666666666,435332.5416666667,461053,659568,0.14839999999998843,0.7105896,-0.5621896000000116,3.488372093023256,2.926182493023244,0.562189600000012,96
D,0.2,0.3,0.00075,90,37,53,37,25,12,25,12,0,0,0.6756756756756757,378684.3783783784,368877,659568,0.250599999999983,0.8216554500000005,-0.5710554500000176,3.488372093023256,2.9173166430232382,0.5710554500000176,148
D,0.2,0.3,0.0005,90,90,0,52,63,27,38,14,0,38,0.7307692307692307,336712.51923076925,311284,659568,0.5697999999999751,0.7699615,-0.20016150000002486,3.488372093023256,3.2882105930232295,0.3261104000000139,208
D,0.2,0.5,0.001,90,90,0,38,63,27,38,0,0,52,1,302610.94736842107,295276,506625,1.2039999999999818,1.1252807999999999,0.07871919999998189,3.488372093023256,3.5670912930232346,0,152
D,0.2,0.5,0.00075,90,90,0,38,63,27,38,0,0,52,1,302610.94736842107,295276,506625,1.2039999999999818,0.8439606000000003,0.36003939999998147,3.488372093023256,3.8484114930232374,0,152
D,0.2,0.5,0.0005,90,90,0,38,63,27,38,0,0,52,1,302610.94736842107,295276,506625,1.2039999999999818,0.5626403999999999,0.6413595999999818,3.488372093023256,4.129731693023236,0,152
D,0.25,0.1,0.001,90,61,29,52,43,18,34,18,0,9,0.6538461538461539,297832.98076923075,311023,590085,0.9716000000000014,1.5398012000000005,-0.5682011999999992,3.488372093023256,2.9201708930232586,0.5682011999999972,208
D,0.25,0.1,0.00075,90,90,0,60,63,27,34,26,0,30,0.5666666666666667,271389.2166666667,295993,590085,0.8442000000000036,1.3328311499999994,-0.4886311499999958,3.488372093023256,2.9997409430232587,0.4907717499999982,240
D,0.25,0.1,0.0005,90,90,0,60,63,27,34,26,0,30,0.5666666666666667,271389.2166666667,295993,590085,0.8442000000000036,0.8885541000000005,-0.04435409999999684,3.488372093023256,3.4440179930232615,0.3669700999999983,240
D,0.25,0.15,0.001,90,54,36,50,38,16,34,16,0,4,0.68,312878.52,315976,590085,0.9394000000000045,1.4805322,-0.5411321999999956,3.488372093023256,2.947239893023261,0.541132199999995,200
