tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,MFE,MAE,balanceBefore,balanceAfter,status
1,A,SHORT,1789781998610,2608.84,1789782298180,2611.18,0.01,26.088400000000004,3.2610500000000004,299570,OPEN_AT_SESSION_END,-0.02339999999999691,0.026088400000000005,0.0261118,0.0522002,-0.07560019999999691,1.3900000000003274,2.4299999999998363,3.488372093023256,3.4127718930232587,OPEN_AT_SESSION_END
