candidate,TP,SL,attemptedEntries,completedTrades,openAtSessionEnd,tpHits,slHits,winRate,avgHoldMs,grossPnlUsdt,feesUsdt,netPnlUsdt
C,0.3,0.1,152,105,47,48,57,0.45714285714285713,314961.99047619046,1.1410000000000053,3.109919399999999,-1.9689193999999937
C,0.3,0.12,152,104,48,48,56,0.46153846153846156,320124.0673076923,1.089200000000006,3.080260399999999,-1.991060399999993
C,0.3,0.15,152,93,59,48,45,0.5161290322580645,348533.79569892475,1.152200000000005,2.7540701999999997,-1.6018701999999947
C,0.3,0.2,152,84,68,48,36,0.5714285714285714,412355.25,1.0206000000000057,2.4874541999999997,-1.466854199999994
C,0.3,0.25,152,84,68,48,36,0.5714285714285714,422345.4404761905,0.8035999999999941,2.4876711999999994,-1.6840712000000053
C,0.3,0.3,152,83,69,48,35,0.5783132530120482,456950.3975903614,0.5823999999999897,2.4582767999999993,-1.8758768000000097
C,0.3,0.5,152,48,104,48,0,1,460023.4583333333,2.174200000000001,1.4216874000000002,0.7525126000000006
C,0.3,0.75,152,48,104,48,0,1,460023.4583333333,2.174200000000001,1.4216874000000002,0.7525126000000006
C,0.3,1,152,48,104,48,0,1,460023.4583333333,2.174200000000001,1.4216874000000002,0.7525126000000006
C,0.3,1.5,152,48,104,48,0,1,460023.4583333333,2.174200000000001,1.4216874000000002,0.7525126000000006
C,0.5,0.08,152,62,90,0,62,0,182712.64516129033,-0.9562000000000048,1.8364374,-2.7926374000000047
C,0.5,0.1,152,57,95,0,57,0,192804.9649122807,-1.0331999999999981,1.6882320000000006,-2.7214319999999987
C,0.5,0.12,152,56,96,0,56,0,200210.30357142858,-1.0849999999999953,1.6585729999999996,-2.743572999999995
C,0.5,0.15,152,45,107,0,45,0,229611.48888888888,-1.021999999999996,1.3323828,-2.3543827999999962
C,0.5,0.2,152,36,116,0,36,0,348797.6388888889,-1.1535999999999955,1.0657668,-2.2193667999999955
C,0.5,0.25,152,36,116,0,36,0,372108.0833333333,-1.370600000000006,1.0659838000000004,-2.4365838000000064
C,0.5,0.3,152,35,117,0,35,0,452735.9142857143,-1.5918000000000114,1.0365894,-2.628389400000011
C,0.5,0.5,152,0,152,0,0,0,0,0,0,0
C,0.5,0.75,152,0,152,0,0,0,0,0,0,0
C,0.5,1,152,0,152,0,0,0,0,0,0,0
C,0.5,1.5,152,0,152,0,0,0,0,0,0,0
C,0.75,0.08,152,62,90,0,62,0,182712.64516129033,-0.9562000000000048,1.8364374,-2.7926374000000047
C,0.75,0.1,152,57,95,0,57,0,192804.9649122807,-1.0331999999999981,1.6882320000000006,-2.7214319999999987
C,0.75,0.12,152,56,96,0,56,0,200210.30357142858,-1.0849999999999953,1.6585729999999996,-2.743572999999995
C,0.75,0.15,152,45,107,0,45,0,229611.48888888888,-1.021999999999996,1.3323828,-2.3543827999999962
C,0.75,0.2,152,36,116,0,36,0,348797.6388888889,-1.1535999999999955,1.0657668,-2.2193667999999955
C,0.75,0.25,152,36,116,0,36,0,372108.0833333333,-1.370600000000006,1.0659838000000004,-2.4365838000000064
C,0.75,0.3,152,35,117,0,35,0,452735.9142857143,-1.5918000000000114,1.0365894,-2.628389400000011
C,0.75,0.5,152,0,152,0,0,0,0,0,0,0
C,0.75,0.75,152,0,152,0,0,0,0,0,0,0
C,0.75,1,152,0,152,0,0,0,0,0,0,0
C,0.75,1.5,152,0,152,0,0,0,0,0,0,0
C,1,0.08,152,62,90,0,62,0,182712.64516129033,-0.9562000000000048,1.8364374,-2.7926374000000047
C,1,0.1,152,57,95,0,57,0,192804.9649122807,-1.0331999999999981,1.6882320000000006,-2.7214319999999987
C,1,0.12,152,56,96,0,56,0,200210.30357142858,-1.0849999999999953,1.6585729999999996,-2.743572999999995
C,1,0.15,152,45,107,0,45,0,229611.48888888888,-1.021999999999996,1.3323828,-2.3543827999999962
C,1,0.2,152,36,116,0,36,0,348797.6388888889,-1.1535999999999955,1.0657668,-2.2193667999999955
C,1,0.25,152,36,116,0,36,0,372108.0833333333,-1.370600000000006,1.0659838000000004,-2.4365838000000064
C,1,0.3,152,35,117,0,35,0,452735.9142857143,-1.5918000000000114,1.0365894,-2.628389400000011
C,1,0.5,152,0,152,0,0,0,0,0,0,0
C,1,0.75,152,0,152,0,0,0,0,0,0,0
C,1,1,152,0,152,0,0,0,0,0,0,0
C,1,1.5,152,0,152,0,0,0,0,0,0,0
C,1.5,0.08,152,62,90,0,62,0,182712.64516129033,-0.9562000000000048,1.8364374,-2.7926374000000047
C,1.5,0.1,152,57,95,0,57,0,192804.9649122807,-1.0331999999999981,1.6882320000000006,-2.7214319999999987
C,1.5,0.12,152,56,96,0,56,0,200210.30357142858,-1.0849999999999953,1.6585729999999996,-2.743572999999995
C,1.5,0.15,152,45,107,0,45,0,229611.48888888888,-1.021999999999996,1.3323828,-2.3543827999999962
C,1.5,0.2,152,36,116,0,36,0,348797.6388888889,-1.1535999999999955,1.0657668,-2.2193667999999955
C,1.5,0.25,152,36,116,0,36,0,372108.0833333333,-1.370600000000006,1.0659838000000004,-2.4365838000000064
C,1.5,0.3,152,35,117,0,35,0,452735.9142857143,-1.5918000000000114,1.0365894,-2.628389400000011
C,1.5,0.5,152,0,152,0,0,0,0,0,0,0
C,1.5,0.75,152,0,152,0,0,0,0,0,0,0
C,1.5,1,152,0,152,0,0,0,0,0,0,0
C,1.5,1.5,152,0,152,0,0,0,0,0,0,0
D,0.1,0.08,90,83,7,53,30,0.6385542168674698,168404.5421686747,0.4213999999999845,2.458505,-2.0371050000000155
D,0.1,0.1,90,79,11,53,26,0.6708860759493671,170818.51898734178,0.42419999999999414,2.3399166,-1.9157166000000059
D,0.1,0.12,90,78,12,53,25,0.6794871794871795,173659.2435897436,0.40599999999998676,2.3102771999999994,-1.9042772000000125
D,0.1,0.15,90,71,19,53,18,0.7464788732394366,182202.5915492958,0.474599999999996,2.1026698,-1.628069800000004
D,0.1,0.2,90,67,23,53,14,0.7910447761194029,204348.26865671642,0.4367999999999926,1.9841528,-1.5473528000000074
D,0.1,0.25,90,67,23,53,14,0.7910447761194029,209391.20895522388,0.34439999999998916,1.9842452,-1.6398452000000108
D,0.1,0.3,90,67,23,53,14,0.7910447761194029,225588.7014925373,0.24779999999998353,1.9843418000000002,-1.7365418000000166
D,0.1,0.5,90,53,37,53,0,1,171785.05660377358,0.8819999999999908,1.5696995999999996,-0.6876996000000088
D,0.1,0.75,90,53,37,53,0,1,171785.05660377358,0.8819999999999908,1.5696995999999996,-0.6876996000000088
D,0.1,1,90,53,37,53,0,1,171785.05660377358,0.8819999999999908,1.5696995999999996,-0.6876996000000088
D,0.1,1.5,90,53,37,53,0,1,171785.05660377358,0.8819999999999908,1.5696995999999996,-0.6876996000000088
D,0.15,0.08,90,69,21,39,30,0.5652173913043478,202469.5507246377,0.41859999999999337,2.0434022000000005,-1.624802200000007
D,0.15,0.1,90,65,25,39,26,0.6,207499.76923076922,0.4214000000000026,1.9248138000000008,-1.5034137999999981
D,0.15,0.12,90,64,26,39,25,0.609375,211535.046875,0.40319999999999595,1.8951744000000008,-1.4919744000000048
D,0.15,0.15,90,57,33,39,18,0.6842105263157895,226828.1754385965,0.47180000000000466,1.6875669999999998,-1.2157669999999952
D,0.15,0.2,90,53,37,39,14,0.7358490566037735,258191.62264150943,0.4340000000000013,1.5690499999999998,-1.1350499999999986
D,0.15,0.25,90,53,37,39,14,0.7358490566037735,264566.6603773585,0.34159999999999774,1.5691424,-1.2275424000000024
D,0.15,0.3,90,53,37,39,14,0.7358490566037735,285042.7358490566,0.24499999999999209,1.5692390000000005,-1.3242390000000084
D,0.15,0.5,90,39,51,39,0,1,233267.4358974359,0.8791999999999985,1.1545967999999998,-0.2753968000000012
D,0.15,0.75,90,39,51,39,0,1,233267.4358974359,0.8791999999999985,1.1545967999999998,-0.2753968000000012
D,0.15,1,90,39,51,39,0,1,233267.4358974359,0.8791999999999985,1.1545967999999998,-0.2753968000000012
D,0.15,1.5,90,39,51,39,0,1,233267.4358974359,0.8791999999999985,1.1545967999999998,-0.2753968000000012
D,0.2,0.08,90,68,22,38,30,0.5588235294117647,240767.42647058822,0.7433999999999761,2.0140862000000004,-1.2706862000000243
D,0.2,0.1,90,64,26,38,26,0.59375,248269.859375,0.7461999999999853,1.8954978000000005,-1.1492978000000151
D,0.2,0.12,90,63,27,38,25,0.6031746031746031,253016.33333333334,0.7279999999999789,1.8658584,-1.1378584000000211
D,0.2,0.15,90,56,34,38,18,0.6785714285714286,273767.71428571426,0.7965999999999874,1.6582509999999997,-0.8616510000000123
D,0.2,0.2,90,52,38,38,14,0.7307692307692307,309345.03846153844,0.7587999999999842,1.5397339999999997,-0.7809340000000156
D,0.2,0.25,90,52,38,38,14,0.7307692307692307,315842.67307692306,0.6663999999999808,1.5398263999999997,-0.8734264000000189
D,0.2,0.3,90,52,38,38,14,0.7307692307692307,336712.51923076925,0.5697999999999751,1.539923,-0.9701230000000248
D,0.2,0.5,90,38,52,38,0,1,302610.94736842107,1.2039999999999818,1.1252807999999999,0.07871919999998189
D,0.2,0.75,90,38,52,38,0,1,302610.94736842107,1.2039999999999818,1.1252807999999999,0.07871919999998189
D,0.2,1,90,38,52,38,0,1,302610.94736842107,1.2039999999999818,1.1252807999999999,0.07871919999998189
D,0.2,1.5,90,38,52,38,0,1,302610.94736842107,1.2039999999999818,1.1252807999999999,0.07871919999998189
D,0.25,0.08,90,64,26,34,30,0.53125,261972.921875,0.8413999999999946,1.8956966000000006,-1.054296600000006
D,0.25,0.1,90,60,30,34,26,0.5666666666666667,271389.2166666667,0.8442000000000036,1.777108200000001,-0.9329081999999973
D,0.25,0.12,90,59,31,34,25,0.576271186440678,276849.33898305084,0.8259999999999967,1.7474688000000005,-0.9214688000000038
D,0.25,0.15,90,52,38,34,18,0.6538461538461539,302405.26923076925,0.8946000000000054,1.5398614000000002,-0.6452613999999948
D,0.25,0.2,90,48,42,34,14,0.7083333333333334,343333.8333333333,0.8568000000000024,1.4213444000000002,-0.5645443999999977
D,0.25,0.25,90,48,42,34,14,0.7083333333333334,350372.9375,0.7643999999999989,1.4214368000000002,-0.6570368000000013
D,0.25,0.3,90,48,42,34,14,0.7083333333333334,372981.9375,0.6677999999999935,1.4215334000000004,-0.7537334000000069
D,0.25,0.5,90,34,56,34,0,1,349802.8823529412,1.301999999999999,1.0068912,0.29510879999999884
D,0.25,0.75,90,34,56,34,0,1,349802.8823529412,1.301999999999999,1.0068912,0.29510879999999884
D,0.25,1,90,34,56,34,0,1,349802.8823529412,1.301999999999999,1.0068912,0.29510879999999884
D,0.25,1.5,90,34,56,34,0,1,349802.8823529412,1.301999999999999,1.0068912,0.29510879999999884
D,0.3,0.08,90,62,28,32,30,0.5161290322580645,304237.29032258067,0.9883999999999924,1.8366292000000002,-0.8482292000000078
D,0.3,0.1,90,58,32,32,26,0.5517241379310345,316893.0689655172,0.9912000000000012,1.7180408000000007,-0.7268407999999995
D,0.3,0.12,90,57,33,32,25,0.5614035087719298,323343.08771929826,0.9729999999999934,1.6884014000000003,-0.7154014000000068
D,0.3,0.15,90,50,40,32,18,0.64,356430.38,1.041600000000002,1.4807939999999997,-0.43919399999999764
D,0.3,0.2,90,46,44,32,14,0.6956521739130435,403836.2826086957,1.0037999999999987,1.3622769999999997,-0.35847700000000104
D,0.3,0.25,90,46,44,32,14,0.6956521739130435,411181.4347826087,0.9113999999999953,1.3623693999999997,-0.4509694000000044
D,0.3,0.3,90,46,44,32,14,0.6956521739130435,434773.4347826087,0.8147999999999894,1.3624660000000002,-0.5476660000000108
D,0.3,0.5,90,32,58,32,0,1,437179.46875,1.4489999999999958,0.9478238000000001,0.5011761999999957
D,0.3,0.75,90,32,58,32,0,1,437179.46875,1.4489999999999958,0.9478238000000001,0.5011761999999957
D,0.3,1,90,32,58,32,0,1,437179.46875,1.4489999999999958,0.9478238000000001,0.5011761999999957
D,0.3,1.5,90,32,58,32,0,1,437179.46875,1.4489999999999958,0.9478238000000001,0.5011761999999957
D,0.5,0.08,90,30,60,0,30,0,162432.3,-0.4606000000000051,0.8888054000000003,-1.3494054000000055
D,0.5,0.1,90,26,64,0,26,0,168848.26923076922,-0.4577999999999955,0.7702170000000002,-1.2280169999999957
D,0.5,0.12,90,25,65,0,25,0,177632.52,-0.4760000000000028,0.7405776000000002,-1.216577600000003
D,0.5,0.15,90,18,72,0,18,0,212876.44444444444,-0.4073999999999937,0.5329702000000001,-0.9403701999999938
D,0.5,0.2,90,14,76,0,14,0,327623.28571428574,-0.445199999999997,0.4144532000000001,-0.859653199999997
D,0.5,0.25,90,14,76,0,14,0,351757.35714285716,-0.5376000000000006,0.4145456000000001,-0.9521456000000008
D,0.5,0.3,90,14,76,0,14,0,429273.9285714286,-0.6342000000000064,0.41464220000000007,-1.0488422000000064
D,0.5,0.5,90,0,90,0,0,0,0,0,0,0
D,0.5,0.75,90,0,90,0,0,0,0,0,0,0
D,0.5,1,90,0,90,0,0,0,0,0,0,0
D,0.5,1.5,90,0,90,0,0,0,0,0,0,0
D,0.75,0.08,90,30,60,0,30,0,162432.3,-0.4606000000000051,0.8888054000000003,-1.3494054000000055
D,0.75,0.1,90,26,64,0,26,0,168848.26923076922,-0.4577999999999955,0.7702170000000002,-1.2280169999999957
D,0.75,0.12,90,25,65,0,25,0,177632.52,-0.4760000000000028,0.7405776000000002,-1.216577600000003
D,0.75,0.15,90,18,72,0,18,0,212876.44444444444,-0.4073999999999937,0.5329702000000001,-0.9403701999999938
D,0.75,0.2,90,14,76,0,14,0,327623.28571428574,-0.445199999999997,0.4144532000000001,-0.859653199999997
D,0.75,0.25,90,14,76,0,14,0,351757.35714285716,-0.5376000000000006,0.4145456000000001,-0.9521456000000008
D,0.75,0.3,90,14,76,0,14,0,429273.9285714286,-0.6342000000000064,0.41464220000000007,-1.0488422000000064
D,0.75,0.5,90,0,90,0,0,0,0,0,0,0
D,0.75,0.75,90,0,90,0,0,0,0,0,0,0
D,0.75,1,90,0,90,0,0,0,0,0,0,0
D,0.75,1.5,90,0,90,0,0,0,0,0,0,0
D,1,0.08,90,30,60,0,30,0,162432.3,-0.4606000000000051,0.8888054000000003,-1.3494054000000055
D,1,0.1,90,26,64,0,26,0,168848.26923076922,-0.4577999999999955,0.7702170000000002,-1.2280169999999957
D,1,0.12,90,25,65,0,25,0,177632.52,-0.4760000000000028,0.7405776000000002,-1.216577600000003
D,1,0.15,90,18,72,0,18,0,212876.44444444444,-0.4073999999999937,0.5329702000000001,-0.9403701999999938
D,1,0.2,90,14,76,0,14,0,327623.28571428574,-0.445199999999997,0.4144532000000001,-0.859653199999997
D,1,0.25,90,14,76,0,14,0,351757.35714285716,-0.5376000000000006,0.4145456000000001,-0.9521456000000008
D,1,0.3,90,14,76,0,14,0,429273.9285714286,-0.6342000000000064,0.41464220000000007,-1.0488422000000064
D,1,0.5,90,0,90,0,0,0,0,0,0,0
D,1,0.75,90,0,90,0,0,0,0,0,0,0
D,1,1,90,0,90,0,0,0,0,0,0,0
D,1,1.5,90,0,90,0,0,0,0,0,0,0
D,1.5,0.08,90,30,60,0,30,0,162432.3,-0.4606000000000051,0.8888054000000003,-1.3494054000000055
D,1.5,0.1,90,26,64,0,26,0,168848.26923076922,-0.4577999999999955,0.7702170000000002,-1.2280169999999957
D,1.5,0.12,90,25,65,0,25,0,177632.52,-0.4760000000000028,0.7405776000000002,-1.216577600000003
D,1.5,0.15,90,18,72,0,18,0,212876.44444444444,-0.4073999999999937,0.5329702000000001,-0.9403701999999938
D,1.5,0.2,90,14,76,0,14,0,327623.28571428574,-0.445199999999997,0.4144532000000001,-0.859653199999997
D,1.5,0.25,90,14,76,0,14,0,351757.35714285716,-0.5376000000000006,0.4145456000000001,-0.9521456000000008
D,1.5,0.3,90,14,76,0,14,0,429273.9285714286,-0.6342000000000064,0.41464220000000007,-1.0488422000000064
D,1.5,0.5,90,0,90,0,0,0,0,0,0,0
D,1.5,0.75,90,0,90,0,0,0,0,0,0,0
D,1.5,1,90,0,90,0,0,0,0,0,0,0
D,1.5,1.5,90,0,90,0,0,0,0,0,0,0
