candidate,TP,SL,attemptedEntries,completedTrades,openAtSessionEnd,tpHits,slHits,winRate,avgHoldMs,grossPnlUsdt,feesUsdt,netPnlUsdt
C,0.1,0.15,152,126,26,81,45,0.6428571428571429,202646.95238095237,0.33319999999998523,3.7313835999999996,-3.3981836000000145
C,0.1,0.2,152,117,35,81,36,0.6923076923076923,237245.4188034188,0.20159999999998557,3.4647675999999996,-3.2631676000000143
C,0.1,0.25,152,117,35,81,36,0.6923076923076923,244417.86324786325,-0.01540000000002603,3.4649845999999993,-3.480384600000025
C,0.1,0.3,152,116,36,81,35,0.6982758620689655,267644.4482758621,-0.23660000000002956,3.435590199999999,-3.6721902000000286
C,0.1,0.5,152,81,71,81,0,1,187666.65432098764,1.35519999999998,2.3990007999999996,-1.0438008000000196
C,0.1,0.75,152,81,71,81,0,1,187666.65432098764,1.35519999999998,2.3990007999999996,-1.0438008000000196
C,0.1,1,152,81,71,81,0,1,187666.65432098764,1.35519999999998,2.3990007999999996,-1.0438008000000196
C,0.1,1.5,152,81,71,81,0,1,187666.65432098764,1.35519999999998,2.3990007999999996,-1.0438008000000196
C,0.15,0.08,152,121,31,59,62,0.48760330578512395,216138.9090909091,0.37240000000000145,3.583143200000003,-3.2107432000000014
C,0.15,0.1,152,116,36,59,57,0.5086206896551724,222538.85344827586,0.29540000000000777,3.4349378000000015,-3.1395377999999936
C,0.15,0.12,152,115,37,59,56,0.5130434782608696,226403.48695652175,0.24360000000000945,3.405278800000001,-3.1616787999999914
C,0.15,0.15,152,104,48,59,45,0.5673076923076923,241895.58653846153,0.3066000000000096,3.0790886000000017,-2.772488599999992
C,0.15,0.2,152,95,57,59,36,0.6210526315789474,288224.6210526316,0.17500000000000987,2.8124726000000018,-2.6374725999999917
C,0.15,0.25,152,95,57,59,36,0.6210526315789474,297058.05263157893,-0.042000000000001377,2.812689600000002,-2.8546896000000035
C,0.15,0.3,152,94,58,59,35,0.6276595744680851,326280.6489361702,-0.2632000000000052,2.7832952000000013,-3.0464952000000065
C,0.15,0.5,152,59,93,59,0,1,251264.81355932204,1.3286000000000058,1.7467057999999995,-0.41810579999999375
C,0.15,0.75,152,59,93,59,0,1,251264.81355932204,1.3286000000000058,1.7467057999999995,-0.41810579999999375
C,0.15,1,152,59,93,59,0,1,251264.81355932204,1.3286000000000058,1.7467057999999995,-0.41810579999999375
C,0.15,1.5,152,59,93,59,0,1,251264.81355932204,1.3286000000000058,1.7467057999999995,-0.41810579999999375
C,0.2,0.08,152,119,33,57,62,0.4789915966386555,252212.8487394958,0.8497999999999686,3.5243362000000036,-2.674536200000035
C,0.2,0.1,152,114,38,57,57,0.5,260307.26315789475,0.7727999999999735,3.3761308000000017,-2.603330800000028
C,0.2,0.12,152,113,39,57,56,0.504424778761062,264574.5309734513,0.7209999999999757,3.3464718000000016,-2.625471800000026
C,0.2,0.15,152,102,50,57,45,0.5588235294117647,284486.8823529412,0.7839999999999748,3.0202816000000023,-2.2362816000000274
C,0.2,0.2,152,93,59,57,36,0.6129032258064516,335933.9784946237,0.6523999999999756,2.7536656000000024,-2.1012656000000267
C,0.2,0.25,152,93,59,57,36,0.6129032258064516,344957.376344086,0.4353999999999641,2.753882600000002,-2.318482600000038
C,0.2,0.3,152,92,60,57,35,0.6195652173913043,375335.89130434784,0.21419999999996064,2.724488200000002,-2.5102882000000415
C,0.2,0.5,152,57,95,57,0,1,327809.56140350876,1.8059999999999725,1.6878987999999997,0.11810119999997282
C,0.2,0.75,152,57,95,57,0,1,327809.56140350876,1.8059999999999725,1.6878987999999997,0.11810119999997282
C,0.2,1,152,57,95,57,0,1,327809.56140350876,1.8059999999999725,1.6878987999999997,0.11810119999997282
C,0.2,1.5,152,57,95,57,0,1,327809.56140350876,1.8059999999999725,1.6878987999999997,0.11810119999997282
C,0.25,0.08,152,111,41,49,62,0.44144144144144143,266231.5495495495,0.918399999999999,3.2874296000000016,-2.369029600000003
C,0.25,0.1,152,106,46,49,57,0.46226415094339623,275598.12264150946,0.8414000000000044,3.1392241999999997,-2.2978241999999955
C,0.25,0.12,152,105,47,49,56,0.4666666666666667,280336.14285714284,0.7896000000000059,3.1095651999999996,-2.3199651999999937
C,0.25,0.15,152,94,58,49,45,0.5212765957446809,303787.60638297873,0.8526000000000051,2.7833750000000004,-1.9307749999999952
C,0.25,0.2,152,85,67,49,36,0.5764705882352941,362120.38823529414,0.7210000000000066,2.5167590000000004,-1.7957589999999937
C,0.25,0.25,152,85,67,49,36,0.5764705882352941,371993.0470588235,0.5039999999999953,2.516976,-2.0129760000000045
C,0.25,0.3,152,84,68,49,35,0.5833333333333334,405586.60714285716,0.28279999999999156,2.4875816000000004,-2.204781600000009
C,0.25,0.5,152,49,103,49,0,1,371908.5306122449,1.8746000000000005,1.4509921999999995,0.423607800000001
C,0.25,0.75,152,49,103,49,0,1,371908.5306122449,1.8746000000000005,1.4509921999999995,0.423607800000001
C,0.25,1,152,49,103,49,0,1,371908.5306122449,1.8746000000000005,1.4509921999999995,0.423607800000001
C,0.25,1.5,152,49,103,49,0,1,371908.5306122449,1.8746000000000005,1.4509921999999995,0.423607800000001
C,0.3,0.08,152,110,42,48,62,0.43636363636363634,303721,1.218,3.258124800000001,-2.040124800000001
