tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,entryReason,MFE,MAE,balanceBefore,balanceAfter,status
1,CONFLUENCE,SHORT,1789814102696,2643.91,1789814606902,2643.75,0.01,26.4391,3.3048875,504206,OPEN_AT_SESSION_END,0.0015999999999985449,0.0264391,0.0264375,0.052876599999999996,-0.05127660000000145,S-CONFLUENCE Imb:2.9x,2.2199999999998,0.5199999999999818,11.627906976744185,11.576630376744184,OPEN_AT_SESSION_END
2,CONFLUENCE,SHORT,1789814198835,2644.01,1789814606902,2643.75,0.01,26.4401,3.3050125,408067,OPEN_AT_SESSION_END,0.002600000000002183,0.0264401,0.0264375,0.0528776,-0.05027759999999781,S-CONFLUENCE Imb:7.2x,2.3200000000001637,0.009999999999763531,11.576630376744184,11.526352776744186,OPEN_AT_SESSION_END
3,CONFLUENCE,SHORT,1789814205366,2643.56,1789814606902,2643.75,0.01,26.4356,3.30445,401536,OPEN_AT_SESSION_END,-0.0019000000000005458,0.0264356,0.0264375,0.0528731,-0.054773100000000546,S-CONFLUENCE Imb:6.1x,1.8699999999998909,0.19000000000005457,11.526352776744186,11.471579676744186,OPEN_AT_SESSION_END
