tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,MFE,MAE,balanceBefore,balanceAfter,status
1,A,LONG,1789776566665,2607.01,1789777465158,2614.82,0.01,26.070100000000004,3.2587625000000005,898493,OPEN_AT_SESSION_END,0.07809999999999946,0.026070100000000006,0.026148200000000003,0.05221830000000001,0.025881699999999452,9.4399999999996,0.5100000000002183,3.488372093023256,3.514253793023255,OPEN_AT_SESSION_END
