tradeId,candidate,direction,entryTime,entryPrice,exitTime,exitPrice,quantity,notional,usedMargin,holdDurationMs,exitReason,grossPnlUsdt,entryFeeUsdt,exitFeeUsdt,feesUsdt,netPnlUsdt,MFE,MAE,balanceBefore,balanceAfter,status
1,A,LONG,1789783051292,2612.93,1789783349836,2613.19,0.01,26.1293,3.2661625,298544,OPEN_AT_SESSION_END,0.002600000000002183,0.0261293,0.026131900000000003,0.05226120000000001,-0.049661199999997824,0.2600000000002183,1.8099999999999454,3.488372093023256,3.438710893023258,OPEN_AT_SESSION_END
