candidate,TP,SL,fee_pct,signal_ts,direction,entry,exit_ts,exit_price,reason,hold_ms,gross_pnl,fees,net_pnl
A,0.3,0.5,0.001,1789737125618,LONG,105.61,1789737607864,105.94,TP,482246,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737133261,LONG,105.61,1789737607864,105.94,TP,474603,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737152452,LONG,105.59,1789737578521,105.92,TP,426069,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737153452,LONG,105.59,1789737578521,105.92,TP,425069,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737167359,LONG,105.6,1789737578521,105.92,TP,411162,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737169664,LONG,105.61,1789737607864,105.94,TP,438200,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737170670,LONG,105.62,1789737607864,105.94,TP,437194,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737173194,LONG,105.59,1789737578521,105.92,TP,405327,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737184910,LONG,105.6,1789737578521,105.92,TP,393611,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737187440,LONG,105.59,1789737578521,105.92,TP,391081,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737193502,LONG,105.6,1789737578521,105.92,TP,385019,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737199279,LONG,105.61,1789737607864,105.94,TP,408585,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737202275,LONG,105.61,1789737607864,105.94,TP,405589,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737211173,LONG,105.61,1789737607864,105.94,TP,396691,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737215717,LONG,105.59,1789737578521,105.92,TP,362804,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737219262,LONG,105.61,1789737607864,105.94,TP,388602,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737244125,LONG,105.64,1789737668031,105.96,TP,423906,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737250194,LONG,105.64,1789737668031,105.96,TP,417837,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737258858,LONG,105.63,1789737663466,105.95,TP,404608,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737266477,LONG,105.63,1789737663466,105.95,TP,396989,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737267498,LONG,105.64,1789737668031,105.96,TP,400533,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737285799,LONG,105.63,1789737663466,105.95,TP,377667,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737287830,LONG,105.63,1789737663466,105.95,TP,375636,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737289864,LONG,105.63,1789737663466,105.95,TP,373602,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737308112,LONG,105.61,1789737607864,105.94,TP,299752,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737318204,LONG,105.62,1789737607864,105.94,TP,289660,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737322782,LONG,105.63,1789737663466,105.95,TP,340684,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737332922,LONG,105.61,1789737607864,105.94,TP,274942,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737345308,LONG,105.61,1789737607864,105.94,TP,262556,0.0462,0.0296,0.0166
A,0.3,0.5,0.001,1789737360307,LONG,105.63,1789737663466,105.95,TP,303159,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737367417,LONG,105.64,1789737668031,105.96,TP,300614,0.0448,0.0296,0.0152
A,0.3,0.5,0.001,1789737373993,LONG,105.66,1789737692836,105.98,TP,318843,0.0448,0.0296,0.0152
A,0.5,0.1,0.001,1789736948296,SHORT,105.62,1789737385210,105.75,SL,436914,-0.0182,0.0296,-0.0478
A,0.5,0.1,0.001,1789736949811,SHORT,105.62,1789737385210,105.75,SL,435399,-0.0182,0.0296,-0.0478
A,0.5,0.1,0.001,1789736955383,SHORT,105.62,1789737385210,105.75,SL,429827,-0.0182,0.0296,-0.0478
A,0.5,0.1,0.001,1789736971127,SHORT,105.62,1789737385210,105.75,SL,414083,-0.0182,0.0296,-0.0478
A,0.5,0.1,0.001,1789737004165,SHORT,105.59,1789737385210,105.75,SL,381045,-0.0224,0.0296,-0.0520
A,0.5,0.1,0.001,1789737018795,SHORT,105.61,1789737385210,105.75,SL,366415,-0.0196,0.0296,-0.0492
A,0.5,0.1,0.001,1789737019818,SHORT,105.6,1789737385210,105.75,SL,365392,-0.0210,0.0296,-0.0506
A,0.5,0.1,0.001,1789737031485,SHORT,105.62,1789737385210,105.75,SL,353725,-0.0182,0.0296,-0.0478
A,0.5,0.1,0.001,1789737047655,SHORT,105.63,1789737385210,105.75,SL,337555,-0.0168,0.0296,-0.0464
A,0.5,0.1,0.001,1789737054270,SHORT,105.63,1789737385210,105.75,SL,330940,-0.0168,0.0296,-0.0464
A,0.5,0.1,0.001,1789737055270,SHORT,105.61,1789737385210,105.75,SL,329940,-0.0196,0.0296,-0.0492
A,0.5,0.15,0.001,1789736948296,SHORT,105.62,1789737390622,105.78,SL,442326,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789736949811,SHORT,105.62,1789737390622,105.78,SL,440811,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789736955383,SHORT,105.62,1789737390622,105.78,SL,435239,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789736971127,SHORT,105.62,1789737390622,105.78,SL,419495,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737004165,SHORT,105.59,1789737385210,105.75,SL,381045,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737018795,SHORT,105.61,1789737388108,105.77,SL,369313,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737019818,SHORT,105.6,1789737388108,105.77,SL,368290,-0.0238,0.0296,-0.0534
A,0.5,0.15,0.001,1789737031485,SHORT,105.62,1789737390622,105.78,SL,359137,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737047655,SHORT,105.63,1789737392141,105.79,SL,344486,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737054270,SHORT,105.63,1789737392141,105.79,SL,337871,-0.0224,0.0296,-0.0520
A,0.5,0.15,0.001,1789737055270,SHORT,105.61,1789737388108,105.77,SL,332838,-0.0224,0.0296,-0.0520
A,0.5,0.2,0.001,1789736948296,SHORT,105.62,1789737494555,105.86,SL,546259,-0.0336,0.0296,-0.0632
A,0.5,0.2,0.001,1789736949811,SHORT,105.62,1789737494555,105.86,SL,544744,-0.0336,0.0296,-0.0632
A,0.5,0.2,0.001,1789736955383,SHORT,105.62,1789737494555,105.86,SL,539172,-0.0336,0.0296,-0.0632
A,0.5,0.2,0.001,1789736971127,SHORT,105.62,1789737494555,105.86,SL,523428,-0.0336,0.0296,-0.0632
A,0.5,0.2,0.001,1789737004165,SHORT,105.59,1789737485445,105.81,SL,481280,-0.0308,0.0296,-0.0604
A,0.5,0.2,0.001,1789737018795,SHORT,105.61,1789737494073,105.83,SL,475278,-0.0308,0.0296,-0.0604
A,0.5,0.2,0.001,1789737019818,SHORT,105.6,1789737494073,105.83,SL,474255,-0.0322,0.0296,-0.0618
A,0.5,0.2,0.001,1789737031485,SHORT,105.62,1789737494555,105.86,SL,463070,-0.0336,0.0296,-0.0632
A,0.5,0.2,0.001,1789737047655,SHORT,105.63,1789737494555,105.86,SL,446900,-0.0322,0.0296,-0.0618
A,0.5,0.25,0.001,1789736948296,SHORT,105.62,1789737515255,105.89,SL,566959,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789736949811,SHORT,105.62,1789737515255,105.89,SL,565444,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789736955383,SHORT,105.62,1789737515255,105.89,SL,559872,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789736971127,SHORT,105.62,1789737515255,105.89,SL,544128,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789737004165,SHORT,105.59,1789737494555,105.86,SL,490390,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789737018795,SHORT,105.61,1789737515255,105.89,SL,496460,-0.0392,0.0296,-0.0688
A,0.5,0.25,0.001,1789737019818,SHORT,105.6,1789737495061,105.87,SL,475243,-0.0378,0.0296,-0.0674
A,0.5,0.25,0.001,1789737031485,SHORT,105.62,1789737515255,105.89,SL,483770,-0.0378,0.0296,-0.0674
A,0.5,0.3,0.001,1789736948296,SHORT,105.62,1789737607864,105.95,SL,659568,-0.0462,0.0296,-0.0758
A,0.5,0.3,0.001,1789736949811,SHORT,105.62,1789737607864,105.95,SL,658053,-0.0462,0.0296,-0.0758
A,0.5,0.3,0.001,1789736955383,SHORT,105.62,1789737607864,105.95,SL,652481,-0.0462,0.0296,-0.0758
A,0.5,0.3,0.001,1789736971127,SHORT,105.62,1789737607864,105.95,SL,636737,-0.0462,0.0296,-0.0758
A,0.5,0.3,0.001,1789737004165,SHORT,105.59,1789737558228,105.91,SL,554063,-0.0448,0.0296,-0.0744
A,0.5,0.3,0.001,1789737018795,SHORT,105.61,1789737578521,105.93,SL,559726,-0.0448,0.0296,-0.0744
A,0.5,0.3,0.001,1789737019818,SHORT,105.6,1789737578521,105.93,SL,558703,-0.0462,0.0296,-0.0758
A,0.5,0.3,0.001,1789737031485,SHORT,105.62,1789737607864,105.95,SL,576379,-0.0462,0.0296,-0.0758
B,0.1,0.1,0.001,1789736948296,SHORT,105.62,1789737385210,105.75,SL,436914,-0.0182,0.0296,-0.0478
B,0.1,0.1,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.1,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.1,0.001,1789737004165,SHORT,105.59,1789737385210,105.75,SL,381045,-0.0224,0.0296,-0.0520
B,0.1,0.1,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.1,0.001,1789737018795,SHORT,105.61,1789737385210,105.75,SL,366415,-0.0196,0.0296,-0.0492
B,0.1,0.1,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.1,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.1,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.1,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.1,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.1,0.001,1789737062867,SHORT,105.62,1789737385210,105.75,SL,322343,-0.0182,0.0296,-0.0478
B,0.1,0.1,0.001,1789737071973,SHORT,105.61,1789737385210,105.75,SL,313237,-0.0196,0.0296,-0.0492
B,0.1,0.1,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.1,0.001,1789737107395,SHORT,105.62,1789737385210,105.75,SL,277815,-0.0182,0.0296,-0.0478
B,0.1,0.1,0.001,1789737110416,SHORT,105.59,1789737385210,105.75,SL,274794,-0.0224,0.0296,-0.0520
B,0.1,0.1,0.001,1789737126637,LONG,105.61,1789737385210,105.74,TP,258573,0.0182,0.0296,-0.0114
B,0.1,0.1,0.001,1789737169664,LONG,105.61,1789737385210,105.74,TP,215546,0.0182,0.0296,-0.0114
B,0.1,0.1,0.001,1789737173194,LONG,105.59,1789737385210,105.74,TP,212016,0.0210,0.0296,-0.0086
B,0.1,0.1,0.001,1789737184910,LONG,105.6,1789737385210,105.74,TP,200300,0.0196,0.0296,-0.0100
B,0.1,0.1,0.001,1789737187440,LONG,105.59,1789737385210,105.74,TP,197770,0.0210,0.0296,-0.0086
B,0.1,0.1,0.001,1789737193502,LONG,105.6,1789737385210,105.74,TP,191708,0.0196,0.0296,-0.0100
B,0.1,0.1,0.001,1789737195007,SHORT,105.58,1789737385210,105.75,SL,190203,-0.0238,0.0296,-0.0534
B,0.1,0.15,0.001,1789736948296,SHORT,105.62,1789737390622,105.78,SL,442326,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.15,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.15,0.001,1789737004165,SHORT,105.59,1789737385210,105.75,SL,381045,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.15,0.001,1789737018795,SHORT,105.61,1789737388108,105.77,SL,369313,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.15,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.15,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.15,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.15,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.15,0.001,1789737062867,SHORT,105.62,1789737390622,105.78,SL,327755,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737071973,SHORT,105.61,1789737388108,105.77,SL,316135,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.15,0.001,1789737107395,SHORT,105.62,1789737390622,105.78,SL,283227,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737110416,SHORT,105.59,1789737385210,105.75,SL,274794,-0.0224,0.0296,-0.0520
B,0.1,0.15,0.001,1789737126637,LONG,105.61,1789737385210,105.74,TP,258573,0.0182,0.0296,-0.0114
B,0.1,0.15,0.001,1789737169664,LONG,105.61,1789737385210,105.74,TP,215546,0.0182,0.0296,-0.0114
B,0.1,0.15,0.001,1789737173194,LONG,105.59,1789737385210,105.74,TP,212016,0.0210,0.0296,-0.0086
B,0.1,0.15,0.001,1789737184910,LONG,105.6,1789737385210,105.74,TP,200300,0.0196,0.0296,-0.0100
B,0.1,0.15,0.001,1789737187440,LONG,105.59,1789737385210,105.74,TP,197770,0.0210,0.0296,-0.0086
B,0.1,0.15,0.001,1789737193502,LONG,105.6,1789737385210,105.74,TP,191708,0.0196,0.0296,-0.0100
B,0.1,0.2,0.001,1789736948296,SHORT,105.62,1789737494555,105.86,SL,546259,-0.0336,0.0296,-0.0632
B,0.1,0.2,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.2,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.2,0.001,1789737004165,SHORT,105.59,1789737485445,105.81,SL,481280,-0.0308,0.0296,-0.0604
B,0.1,0.2,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.2,0.001,1789737018795,SHORT,105.61,1789737494073,105.83,SL,475278,-0.0308,0.0296,-0.0604
B,0.1,0.2,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.2,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.2,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.2,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.2,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.2,0.001,1789737062867,SHORT,105.62,1789737494555,105.86,SL,431688,-0.0336,0.0296,-0.0632
B,0.1,0.2,0.001,1789737071973,SHORT,105.61,1789737494073,105.83,SL,422100,-0.0308,0.0296,-0.0604
B,0.1,0.2,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.2,0.001,1789737107395,SHORT,105.62,1789737494555,105.86,SL,387160,-0.0336,0.0296,-0.0632
B,0.1,0.2,0.001,1789737110416,SHORT,105.59,1789737485445,105.81,SL,375029,-0.0308,0.0296,-0.0604
B,0.1,0.25,0.001,1789736948296,SHORT,105.62,1789737515255,105.89,SL,566959,-0.0378,0.0296,-0.0674
B,0.1,0.25,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.25,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.25,0.001,1789737004165,SHORT,105.59,1789737494555,105.86,SL,490390,-0.0378,0.0296,-0.0674
B,0.1,0.25,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.25,0.001,1789737018795,SHORT,105.61,1789737515255,105.89,SL,496460,-0.0392,0.0296,-0.0688
B,0.1,0.25,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.25,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.25,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.25,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.25,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.25,0.001,1789737062867,SHORT,105.62,1789737515255,105.89,SL,452388,-0.0378,0.0296,-0.0674
B,0.1,0.25,0.001,1789737071973,SHORT,105.61,1789737515255,105.89,SL,443282,-0.0392,0.0296,-0.0688
B,0.1,0.25,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.25,0.001,1789737107395,SHORT,105.62,1789737515255,105.89,SL,407860,-0.0378,0.0296,-0.0674
B,0.1,0.25,0.001,1789737110416,SHORT,105.59,1789737494555,105.86,SL,384139,-0.0378,0.0296,-0.0674
B,0.1,0.3,0.001,1789736948296,SHORT,105.62,1789737607864,105.95,SL,659568,-0.0462,0.0296,-0.0758
B,0.1,0.3,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.3,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.3,0.001,1789737004165,SHORT,105.59,1789737558228,105.91,SL,554063,-0.0448,0.0296,-0.0744
B,0.1,0.3,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.3,0.001,1789737018795,SHORT,105.61,1789737578521,105.93,SL,559726,-0.0448,0.0296,-0.0744
B,0.1,0.3,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.3,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.3,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.3,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.3,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.3,0.001,1789737062867,SHORT,105.62,1789737607864,105.95,SL,544997,-0.0462,0.0296,-0.0758
B,0.1,0.3,0.001,1789737071973,SHORT,105.61,1789737578521,105.93,SL,506548,-0.0448,0.0296,-0.0744
B,0.1,0.3,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.3,0.001,1789737107395,SHORT,105.62,1789737607864,105.95,SL,500469,-0.0462,0.0296,-0.0758
B,0.1,0.5,0.001,1789736988436,LONG,105.64,1789737388108,105.76,TP,399672,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737002128,LONG,105.61,1789737385210,105.74,TP,383082,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737008174,LONG,105.61,1789737385210,105.74,TP,377036,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737030479,LONG,105.62,1789737385210,105.74,TP,354731,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737032494,LONG,105.64,1789737388108,105.76,TP,355614,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737034008,LONG,105.64,1789737388108,105.76,TP,354100,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737057793,LONG,105.62,1789737385210,105.74,TP,327417,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737059319,LONG,105.63,1789737385210,105.74,TP,325891,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737076027,LONG,105.6,1789737385210,105.74,TP,309183,0.0196,0.0296,-0.0100
B,0.1,0.5,0.001,1789737126637,LONG,105.61,1789737385210,105.74,TP,258573,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737169664,LONG,105.61,1789737385210,105.74,TP,215546,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737173194,LONG,105.59,1789737385210,105.74,TP,212016,0.0210,0.0296,-0.0086
B,0.1,0.5,0.001,1789737184910,LONG,105.6,1789737385210,105.74,TP,200300,0.0196,0.0296,-0.0100
B,0.1,0.5,0.001,1789737187440,LONG,105.59,1789737385210,105.74,TP,197770,0.0210,0.0296,-0.0086
B,0.1,0.5,0.001,1789737193502,LONG,105.6,1789737385210,105.74,TP,191708,0.0196,0.0296,-0.0100
B,0.1,0.5,0.001,1789737199279,LONG,105.61,1789737385210,105.74,TP,185931,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737215717,LONG,105.59,1789737385210,105.74,TP,169493,0.0210,0.0296,-0.0086
B,0.1,0.5,0.001,1789737219262,LONG,105.61,1789737385210,105.74,TP,165948,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737244623,LONG,105.64,1789737388108,105.76,TP,143485,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737246635,LONG,105.64,1789737388108,105.76,TP,141473,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737247659,LONG,105.64,1789737388108,105.76,TP,140449,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737261415,LONG,105.63,1789737385210,105.74,TP,123795,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737265459,LONG,105.63,1789737385210,105.74,TP,119751,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737267498,LONG,105.64,1789737388108,105.76,TP,120610,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737269519,LONG,105.65,1789737388108,105.76,TP,118589,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737285799,LONG,105.63,1789737385210,105.74,TP,99411,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737289864,LONG,105.63,1789737385210,105.74,TP,95346,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737308613,LONG,105.61,1789737385210,105.74,TP,76597,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737318204,LONG,105.62,1789737385210,105.74,TP,67006,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737332922,LONG,105.61,1789737385210,105.74,TP,52288,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737345587,LONG,105.61,1789737385210,105.74,TP,39623,0.0182,0.0296,-0.0114
B,0.1,0.5,0.001,1789737360307,LONG,105.63,1789737385210,105.74,TP,24903,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737367913,LONG,105.64,1789737388108,105.76,TP,20195,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737373993,LONG,105.66,1789737390622,105.77,TP,16629,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737385716,LONG,105.73,1789737494555,105.85,TP,108839,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737386601,LONG,105.73,1789737494555,105.85,TP,107954,0.0168,0.0296,-0.0128
B,0.1,0.5,0.001,1789737387605,LONG,105.75,1789737495061,105.86,TP,107456,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737390622,LONG,105.78,1789737527858,105.89,TP,137236,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737438326,LONG,105.79,1789737558228,105.9,TP,119902,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737481889,LONG,105.79,1789737558228,105.9,TP,76339,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737493544,LONG,105.81,1789737578521,105.92,TP,84977,0.0154,0.0296,-0.0142
B,0.1,0.5,0.001,1789737508175,LONG,105.86,1789737691313,105.97,TP,183138,0.0154,0.0297,-0.0143
B,0.1,0.5,0.001,1789737551653,LONG,105.88,1789737726711,105.99,TP,175058,0.0154,0.0297,-0.0143
B,0.15,0.1,0.001,1789736948296,SHORT,105.62,1789737385210,105.75,SL,436914,-0.0182,0.0296,-0.0478
B,0.15,0.1,0.001,1789736988436,LONG,105.64,1789737485445,105.8,TP,497009,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737002128,LONG,105.61,1789737390622,105.77,TP,388494,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737004165,SHORT,105.59,1789737385210,105.75,SL,381045,-0.0224,0.0296,-0.0520
B,0.15,0.1,0.001,1789737008174,LONG,105.61,1789737390622,105.77,TP,382448,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737018795,SHORT,105.61,1789737385210,105.75,SL,366415,-0.0196,0.0296,-0.0492
B,0.15,0.1,0.001,1789737030479,LONG,105.62,1789737392141,105.78,TP,361662,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737032494,LONG,105.64,1789737485445,105.8,TP,452951,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737034008,LONG,105.64,1789737485445,105.8,TP,451437,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737057793,LONG,105.62,1789737392141,105.78,TP,334348,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737059319,LONG,105.63,1789737482425,105.79,TP,423106,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737062867,SHORT,105.62,1789737385210,105.75,SL,322343,-0.0182,0.0296,-0.0478
B,0.15,0.1,0.001,1789737071973,SHORT,105.61,1789737385210,105.75,SL,313237,-0.0196,0.0296,-0.0492
B,0.15,0.1,0.001,1789737076027,LONG,105.6,1789737388108,105.76,TP,312081,0.0224,0.0296,-0.0072
B,0.15,0.1,0.001,1789737107395,SHORT,105.62,1789737385210,105.75,SL,277815,-0.0182,0.0296,-0.0478
