symbol,timestamp,bestBid,bestAsk,mid,spread,spreadPct,bidQty1,askQty1,bidQty5,askQty5,imbalance1,imbalance5
B-TIA_USDT,1789559462139,0.3307,0.3308,0.33075,0.00009999999999998899,0.00030238887208947383,644,8481,106246,92438,0.07057534246575342,0.5347486460912806
B-TIA_USDT,1789559464377,0.3307,0.3308,0.33075,0.00009999999999998899,0.00030238887208947383,2297,8218,105867,87301,0.2184498335710889,0.5480566139319142
B-TIA_USDT,1789559466639,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,6641,901,181237,62016,0.8805356669318484,0.7450555594381159
B-TIA_USDT,1789559468864,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,8315,625,197559,60515,0.930089485458613,0.7655129923975293
B-TIA_USDT,1789559471058,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,8815,432,143574,62441,0.9532821455607224,0.6969104191442371
B-TIA_USDT,1789559473240,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,9728,451,192982,59042,0.9556930936241281,0.765728660762467
B-TIA_USDT,1789559475406,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,2671,2921,134327,62619,0.47764663805436336,0.6820499020035949
B-TIA_USDT,1789559477589,0.3307,0.3308,0.33075,0.00009999999999998899,0.00030238887208947383,608,7202,89039,90105,0.07784891165172855,0.4970247398740678
B-TIA_USDT,1789559479773,0.3307,0.3308,0.33075,0.00009999999999998899,0.00030238887208947383,554,7236,95469,93680,0.07111681643132221,0.5047290760194344
B-TIA_USDT,1789559481971,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,4175,2702,143726,61078,0.6070961174930929,0.7017734028632253
B-TIA_USDT,1789559484333,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,7785,1272,196918,64067,0.8595561444186817,0.7545184589152634
B-TIA_USDT,1789559486519,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,4667,8591,140501,67405,0.35201387841303367,0.6757909824632286
B-TIA_USDT,1789559488769,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,4405,3380,187459,69130,0.5658317276814386,0.730580812115874
B-TIA_USDT,1789559491550,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,7766,360,190720,64493,0.9556977602756583,0.7472973555422333
B-TIA_USDT,1789559493790,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,578,11134,122128,76613,0.04935109289617486,0.6145083299369531
B-TIA_USDT,1789559496021,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,578,11379,122128,76858,0.04833988458643473,0.6137517212266189
B-TIA_USDT,1789559498223,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,2314,3701,132136,64281,0.3847049044056525,0.672731993666536
B-TIA_USDT,1789559500518,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,2104,5466,163762,70407,0.27793923381770147,0.6993325333413047
B-TIA_USDT,1789559502996,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,3477,5164,166728,67666,0.4023839833352621,0.7113151360529706
B-TIA_USDT,1789559505188,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,463,5303,112035,74556,0.080298300381547,0.6004308889496278
B-TIA_USDT,1789559507371,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,157,8335,113456,76534,0.018487988695242583,0.5971682720143165
B-TIA_USDT,1789559509546,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,157,7206,111562,75405,0.0213228303680565,0.5966935341530858
B-TIA_USDT,1789559511740,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,5183,3383,166590,62911,0.6050665421433574,0.7258791900688886
B-TIA_USDT,1789559513936,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,7474,577,177005,60105,0.9283318842379829,0.7465100586225802
B-TIA_USDT,1789559517520,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,5200,2295,174729,62475,0.6937958639092728,0.7366191126625183
B-TIA_USDT,1789559519721,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,5200,3077,168424,65268,0.6282469493777939,0.7207093096896771
B-TIA_USDT,1789559521941,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,3578,6784,163228,69390,0.34530013510905233,0.7016997824759906
B-TIA_USDT,1789559524174,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,6270,1440,181124,62869,0.8132295719844358,0.7423327718418151
B-TIA_USDT,1789559526358,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,2126,3875,172354,64178,0.3542742876187302,0.7286709620685573
B-TIA_USDT,1789559528695,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,2725,3528,172953,63831,0.43579082040620504,0.7304251976484898
B-TIA_USDT,1789559530873,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,5649,1289,189992,58501,0.8142115883539925,0.7645768693685536
B-TIA_USDT,1789559533080,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,3330,1640,171729,62555,0.670020120724346,0.7329949975243721
B-TIA_USDT,1789559535259,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,3330,1659,171429,62574,0.6674684305472038,0.7325931718824118
B-TIA_USDT,1789559537445,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,3498,1659,177593,63050,0.6783013379872018,0.7379936254119173
B-TIA_USDT,1789559539634,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,6224,3051,178620,65715,0.6710512129380054,0.7310454908220272
B-TIA_USDT,1789559541832,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,6224,3002,172667,64537,0.6746152178625623,0.7279261732517158
B-TIA_USDT,1789559544036,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,8634,716,175077,61601,0.9234224598930482,0.7397265483061375
B-TIA_USDT,1789559546210,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,3602,2335,147717,58690,0.60670372241873,0.7156588681585412
B-TIA_USDT,1789559548386,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,4808,422,148408,54332,0.9193116634799235,0.7320114432277794
B-TIA_USDT,1789559550575,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,636,6249,113920,69684,0.09237472766884532,0.6204657850591491
B-TIA_USDT,1789559552767,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,809,4687,168650,67564,0.14719796215429404,0.7139712294783543
B-TIA_USDT,1789559554982,0.3302,0.3303,0.33025,0.00009999999999998899,0.0003028467595396396,887,5560,155041,68495,0.13758337211105942,0.6935840312075012
B-TIA_USDT,1789559557189,0.3303,0.3304,0.33035000000000003,0.0001000000000000445,0.0003027550711475765,1010,3249,129559,67847,0.2371448696877201,0.6563073057556508
B-TIA_USDT,1789559559399,0.3304,0.3305,0.33045,0.00009999999999998899,0.0003026634382566252,5508,17,113106,59499,0.9969230769230769,0.6552880855131659
B-TIA_USDT,1789559561623,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,952,7193,107983,77815,0.11688152240638429,0.5811849427873281
B-TIA_USDT,1789559563827,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,4451,900,122942,68111,0.831807138852551,0.643496830722365
B-TIA_USDT,1789559566008,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,7578,17,128287,68004,0.997761685319289,0.6535551808284639
B-TIA_USDT,1789559568221,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,286,8198,93819,107672,0.03371051390853371,0.4656237747591704
B-TIA_USDT,1789559570456,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,702,4953,97229,101699,0.12413793103448276,0.488764779216601
B-TIA_USDT,1789559572678,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,1032,1971,111569,72769,0.3436563436563437,0.6052414586249173
B-TIA_USDT,1789559574878,0.3305,0.3306,0.33055,0.00009999999999998899,0.00030257186081691066,4973,1050,124394,67455,0.8256682716254359,0.6483953525950096
B-TIA_USDT,1789559577093,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,7525,85,109899,69993,0.9888304862023654,0.6109165499299579
B-TIA_USDT,1789559579327,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,10947,127,118952,68975,0.9885316958641864,0.6329691848430508
B-TIA_USDT,1789559581598,0.3306,0.3307,0.33065,0.00009999999999998899,0.0003024803387779461,10913,127,119355,68975,0.9884963768115942,0.6337545797270748
B-TIA_USDT,1789559583776,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,4244,2202,92191,69223,0.6583928017375117,0.5711462450592886
B-TIA_USDT,1789559585988,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,6229,1002,86500,65682,0.8614299543631586,0.5683983651154538
B-TIA_USDT,1789559588190,0.3307,0.3309,0.3308,0.00020000000000003348,0.0006047777441791155,8724,14308,106719,88680,0.37877735324765544,0.5461593969262892
B-TIA_USDT,1789559590387,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,356,11661,65438,84115,0.02962469834401265,0.43755725395010464
B-TIA_USDT,1789559592617,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,622,9559,74503,80081,0.06109419506924663,0.4819580292915179
B-TIA_USDT,1789559594869,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,622,5937,77990,76459,0.09483152919652386,0.5049563286262779
B-TIA_USDT,1789559597091,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,606,7251,77974,77773,0.07712867506681939,0.5006452772766089
B-TIA_USDT,1789559599299,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,3794,974,91278,73742,0.7957214765100671,0.553132953581384
B-TIA_USDT,1789559601491,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,626,3403,80281,67324,0.155373541821792,0.5438907896073981
B-TIA_USDT,1789559603656,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,626,3709,80265,67630,0.14440599769319493,0.5427161161634944
B-TIA_USDT,1789559605829,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,4029,1364,90985,63231,0.747079547561654,0.5899841780360014
B-TIA_USDT,1789559609090,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,6144,802,93861,62669,0.8845378635185719,0.5996358525522264
B-TIA_USDT,1789559611290,0.3308,0.3309,0.33085,0.0001000000000000445,0.00030229746070146464,6408,1191,94037,63058,0.8432688511646269,0.598599573506477
